# INERT PLACEHOLDER — NOT real data. No free historical traffic source exists.
# Flat value on every cell/month; MCDA traffic weight is set to 0 so this
# NEVER influences any ranking. Present only to keep the 3-stream shape.
zone,lat,lon,month,traffic
87618c41cffffff,12.95563,80.28228,37,50.0
87618c41cffffff,12.95563,80.28228,38,50.0
87618c41cffffff,12.95563,80.28228,39,50.0
87618c41cffffff,12.95563,80.28228,40,50.0
87618c41cffffff,12.95563,80.28228,41,50.0
87618c41effffff,12.97833,80.2872,0,50.0
87618c41effffff,12.97833,80.2872,1,50.0
87618c41effffff,12.97833,80.2872,2,50.0
87618c41effffff,12.97833,80.2872,3,50.0
87618c41effffff,12.97833,80.2872,4,50.0
87618c41effffff,12.97833,80.2872,5,50.0
87618c41effffff,12.97833,80.2872,6,50.0
87618c41effffff,12.97833,80.2872,7,50.0
87618c41effffff,12.97833,80.2872,8,50.0
87618c41effffff,12.97833,80.2872,9,50.0
87618c41effffff,12.97833,80.2872,10,50.0
87618c41effffff,12.97833,80.2872,11,50.0
87618c41effffff,12.97833,80.2872,12,50.0
87618c41effffff,12.97833,80.2872,13,50.0
87618c41effffff,12.97833,80.2872,14,50.0
87618c41effffff,12.97833,80.2872,15,50.0
87618c41effffff,12.97833,80.2872,16,50.0
87618c41effffff,12.97833,80.2872,17,50.0
87618c41effffff,12.97833,80.2872,18,50.0
87618c41effffff,12.97833,80.2872,19,50.0
87618c41effffff,12.97833,80.2872,20,50.0
87618c41effffff,12.97833,80.2872,21,50.0
87618c41effffff,12.97833,80.2872,22,50.0
87618c41effffff,12.97833,80.2872,23,50.0
87618c41effffff,12.97833,80.2872,24,50.0
87618c41effffff,12.97833,80.2872,25,50.0
87618c41effffff,12.97833,80.2872,26,50.0
87618c41effffff,12.97833,80.2872,27,50.0
87618c41effffff,12.97833,80.2872,28,50.0
87618c41effffff,12.97833,80.2872,29,50.0
87618c41effffff,12.97833,80.2872,30,50.0
87618c41effffff,12.97833,80.2872,31,50.0
87618c41effffff,12.97833,80.2872,32,50.0
87618c41effffff,12.97833,80.2872,33,50.0
87618c41effffff,12.97833,80.2872,34,50.0
87618c41effffff,12.97833,80.2872,35,50.0
87618c41effffff,12.97833,80.2872,36,50.0
87618c41effffff,12.97833,80.2872,37,50.0
87618c41effffff,12.97833,80.2872,38,50.0
87618c41effffff,12.97833,80.2872,39,50.0
87618c41effffff,12.97833,80.2872,40,50.0
87618c41effffff,12.97833,80.2872,41,50.0
87618c481ffffff,13.06912,80.30688,0,50.0
87618c481ffffff,13.06912,80.30688,1,50.0
87618c481ffffff,13.06912,80.30688,2,50.0
87618c481ffffff,13.06912,80.30688,3,50.0
87618c481ffffff,13.06912,80.30688,4,50.0
87618c481ffffff,13.06912,80.30688,5,50.0
87618c481ffffff,13.06912,80.30688,6,50.0
87618c481ffffff,13.06912,80.30688,7,50.0
87618c481ffffff,13.06912,80.30688,8,50.0
87618c481ffffff,13.06912,80.30688,9,50.0
87618c481ffffff,13.06912,80.30688,10,50.0
87618c481ffffff,13.06912,80.30688,11,50.0
87618c481ffffff,13.06912,80.30688,12,50.0
87618c481ffffff,13.06912,80.30688,13,50.0
87618c481ffffff,13.06912,80.30688,14,50.0
87618c481ffffff,13.06912,80.30688,15,50.0
87618c481ffffff,13.06912,80.30688,16,50.0
87618c481ffffff,13.06912,80.30688,17,50.0
87618c481ffffff,13.06912,80.30688,18,50.0
87618c481ffffff,13.06912,80.30688,19,50.0
87618c481ffffff,13.06912,80.30688,20,50.0
87618c481ffffff,13.06912,80.30688,21,50.0
87618c481ffffff,13.06912,80.30688,22,50.0
87618c481ffffff,13.06912,80.30688,23,50.0
87618c481ffffff,13.06912,80.30688,24,50.0
87618c481ffffff,13.06912,80.30688,25,50.0
87618c481ffffff,13.06912,80.30688,26,50.0
87618c481ffffff,13.06912,80.30688,27,50.0
87618c481ffffff,13.06912,80.30688,28,50.0
87618c481ffffff,13.06912,80.30688,29,50.0
87618c481ffffff,13.06912,80.30688,30,50.0
87618c481ffffff,13.06912,80.30688,31,50.0
87618c481ffffff,13.06912,80.30688,32,50.0
87618c481ffffff,13.06912,80.30688,33,50.0
87618c481ffffff,13.06912,80.30688,34,50.0
87618c481ffffff,13.06912,80.30688,35,50.0
87618c481ffffff,13.06912,80.30688,36,50.0
87618c481ffffff,13.06912,80.30688,37,50.0
87618c481ffffff,13.06912,80.30688,38,50.0
87618c481ffffff,13.06912,80.30688,39,50.0
87618c481ffffff,13.06912,80.30688,40,50.0
87618c481ffffff,13.06912,80.30688,41,50.0
87618c483ffffff,13.09181,80.3118,0,50.0
87618c483ffffff,13.09181,80.3118,1,50.0
87618c483ffffff,13.09181,80.3118,2,50.0
87618c483ffffff,13.09181,80.3118,3,50.0
87618c483ffffff,13.09181,80.3118,4,50.0
87618c483ffffff,13.09181,80.3118,5,50.0
87618c483ffffff,13.09181,80.3118,6,50.0
87618c483ffffff,13.09181,80.3118,7,50.0
87618c483ffffff,13.09181,80.3118,8,50.0
87618c483ffffff,13.09181,80.3118,9,50.0
87618c483ffffff,13.09181,80.3118,10,50.0
87618c483ffffff,13.09181,80.3118,11,50.0
87618c483ffffff,13.09181,80.3118,12,50.0
87618c483ffffff,13.09181,80.3118,13,50.0
87618c483ffffff,13.09181,80.3118,14,50.0
87618c483ffffff,13.09181,80.3118,15,50.0
87618c483ffffff,13.09181,80.3118,16,50.0
87618c483ffffff,13.09181,80.3118,17,50.0
87618c483ffffff,13.09181,80.3118,18,50.0
87618c483ffffff,13.09181,80.3118,19,50.0
87618c483ffffff,13.09181,80.3118,20,50.0
87618c483ffffff,13.09181,80.3118,21,50.0
87618c483ffffff,13.09181,80.3118,22,50.0
87618c483ffffff,13.09181,80.3118,23,50.0
87618c483ffffff,13.09181,80.3118,24,50.0
87618c483ffffff,13.09181,80.3118,25,50.0
87618c483ffffff,13.09181,80.3118,26,50.0
87618c483ffffff,13.09181,80.3118,27,50.0
87618c483ffffff,13.09181,80.3118,28,50.0
87618c483ffffff,13.09181,80.3118,29,50.0
87618c483ffffff,13.09181,80.3118,30,50.0
87618c483ffffff,13.09181,80.3118,31,50.0
87618c483ffffff,13.09181,80.3118,32,50.0
87618c483ffffff,13.09181,80.3118,33,50.0
87618c483ffffff,13.09181,80.3118,34,50.0
87618c483ffffff,13.09181,80.3118,35,50.0
87618c483ffffff,13.09181,80.3118,36,50.0
87618c483ffffff,13.09181,80.3118,37,50.0
87618c483ffffff,13.09181,80.3118,38,50.0
87618c483ffffff,13.09181,80.3118,39,50.0
87618c483ffffff,13.09181,80.3118,40,50.0
87618c483ffffff,13.09181,80.3118,41,50.0
87618c488ffffff,13.07721,80.26808,0,50.0
87618c488ffffff,13.07721,80.26808,1,50.0
87618c488ffffff,13.07721,80.26808,2,50.0
87618c488ffffff,13.07721,80.26808,3,50.0
87618c488ffffff,13.07721,80.26808,4,50.0
87618c488ffffff,13.07721,80.26808,5,50.0
87618c488ffffff,13.07721,80.26808,6,50.0
87618c488ffffff,13.07721,80.26808,7,50.0
87618c488ffffff,13.07721,80.26808,8,50.0
87618c488ffffff,13.07721,80.26808,9,50.0
87618c488ffffff,13.07721,80.26808,10,50.0
87618c488ffffff,13.07721,80.26808,11,50.0
87618c488ffffff,13.07721,80.26808,12,50.0
87618c488ffffff,13.07721,80.26808,13,50.0
87618c488ffffff,13.07721,80.26808,14,50.0
87618c488ffffff,13.07721,80.26808,15,50.0
87618c488ffffff,13.07721,80.26808,16,50.0
87618c488ffffff,13.07721,80.26808,17,50.0
87618c488ffffff,13.07721,80.26808,18,50.0
87618c488ffffff,13.07721,80.26808,19,50.0
87618c488ffffff,13.07721,80.26808,20,50.0
87618c488ffffff,13.07721,80.26808,21,50.0
87618c488ffffff,13.07721,80.26808,22,50.0
87618c488ffffff,13.07721,80.26808,23,50.0
87618c488ffffff,13.07721,80.26808,24,50.0
87618c488ffffff,13.07721,80.26808,25,50.0
87618c488ffffff,13.07721,80.26808,26,50.0
87618c488ffffff,13.07721,80.26808,27,50.0
87618c488ffffff,13.07721,80.26808,28,50.0
87618c488ffffff,13.07721,80.26808,29,50.0
87618c488ffffff,13.07721,80.26808,30,50.0
87618c488ffffff,13.07721,80.26808,31,50.0
87618c488ffffff,13.07721,80.26808,32,50.0
87618c488ffffff,13.07721,80.26808,33,50.0
87618c488ffffff,13.07721,80.26808,34,50.0
87618c488ffffff,13.07721,80.26808,35,50.0
87618c488ffffff,13.07721,80.26808,36,50.0
87618c488ffffff,13.07721,80.26808,37,50.0
87618c488ffffff,13.07721,80.26808,38,50.0
87618c488ffffff,13.07721,80.26808,39,50.0
87618c488ffffff,13.07721,80.26808,40,50.0
87618c488ffffff,13.07721,80.26808,41,50.0
87618c489ffffff,13.06991,80.24623,0,50.0
87618c489ffffff,13.06991,80.24623,1,50.0
87618c489ffffff,13.06991,80.24623,2,50.0
87618c489ffffff,13.06991,80.24623,3,50.0
87618c489ffffff,13.06991,80.24623,4,50.0
87618c489ffffff,13.06991,80.24623,5,50.0
87618c489ffffff,13.06991,80.24623,6,50.0
87618c489ffffff,13.06991,80.24623,7,50.0
87618c489ffffff,13.06991,80.24623,8,50.0
87618c489ffffff,13.06991,80.24623,9,50.0
87618c489ffffff,13.06991,80.24623,10,50.0
87618c489ffffff,13.06991,80.24623,11,50.0
87618c489ffffff,13.06991,80.24623,12,50.0
87618c489ffffff,13.06991,80.24623,13,50.0
87618c489ffffff,13.06991,80.24623,14,50.0
87618c489ffffff,13.06991,80.24623,15,50.0
87618c489ffffff,13.06991,80.24623,16,50.0
87618c489ffffff,13.06991,80.24623,17,50.0
87618c489ffffff,13.06991,80.24623,18,50.0
87618c489ffffff,13.06991,80.24623,19,50.0
87618c489ffffff,13.06991,80.24623,20,50.0
87618c489ffffff,13.06991,80.24623,21,50.0
87618c489ffffff,13.06991,80.24623,22,50.0
87618c489ffffff,13.06991,80.24623,23,50.0
87618c489ffffff,13.06991,80.24623,24,50.0
87618c489ffffff,13.06991,80.24623,25,50.0
87618c489ffffff,13.06991,80.24623,26,50.0
87618c489ffffff,13.06991,80.24623,27,50.0
87618c489ffffff,13.06991,80.24623,28,50.0
87618c489ffffff,13.06991,80.24623,29,50.0
87618c489ffffff,13.06991,80.24623,30,50.0
87618c489ffffff,13.06991,80.24623,31,50.0
87618c489ffffff,13.06991,80.24623,32,50.0
87618c489ffffff,13.06991,80.24623,33,50.0
87618c489ffffff,13.06991,80.24623,34,50.0
87618c489ffffff,13.06991,80.24623,35,50.0
87618c489ffffff,13.06991,80.24623,36,50.0
87618c489ffffff,13.06991,80.24623,37,50.0
87618c489ffffff,13.06991,80.24623,38,50.0
87618c489ffffff,13.06991,80.24623,39,50.0
87618c489ffffff,13.06991,80.24623,40,50.0
87618c489ffffff,13.06991,80.24623,41,50.0
87618c48affffff,13.09991,80.273,0,50.0
87618c48affffff,13.09991,80.273,1,50.0
87618c48affffff,13.09991,80.273,2,50.0
87618c48affffff,13.09991,80.273,3,50.0
87618c48affffff,13.09991,80.273,4,50.0
87618c48affffff,13.09991,80.273,5,50.0
87618c48affffff,13.09991,80.273,6,50.0
87618c48affffff,13.09991,80.273,7,50.0
87618c48affffff,13.09991,80.273,8,50.0
87618c48affffff,13.09991,80.273,9,50.0
87618c48affffff,13.09991,80.273,10,50.0
87618c48affffff,13.09991,80.273,11,50.0
87618c48affffff,13.09991,80.273,12,50.0
87618c48affffff,13.09991,80.273,13,50.0
87618c48affffff,13.09991,80.273,14,50.0
87618c48affffff,13.09991,80.273,15,50.0
87618c48affffff,13.09991,80.273,16,50.0
87618c48affffff,13.09991,80.273,17,50.0
87618c48affffff,13.09991,80.273,18,50.0
87618c48affffff,13.09991,80.273,19,50.0
87618c48affffff,13.09991,80.273,20,50.0
87618c48affffff,13.09991,80.273,21,50.0
87618c48affffff,13.09991,80.273,22,50.0
87618c48affffff,13.09991,80.273,23,50.0
87618c48affffff,13.09991,80.273,24,50.0
87618c48affffff,13.09991,80.273,25,50.0
87618c48affffff,13.09991,80.273,26,50.0
87618c48affffff,13.09991,80.273,27,50.0
87618c48affffff,13.09991,80.273,28,50.0
87618c48affffff,13.09991,80.273,29,50.0
87618c48affffff,13.09991,80.273,30,50.0
87618c48affffff,13.09991,80.273,31,50.0
87618c48affffff,13.09991,80.273,32,50.0
87618c48affffff,13.09991,80.273,33,50.0
87618c48affffff,13.09991,80.273,34,50.0
87618c48affffff,13.09991,80.273,35,50.0
87618c48affffff,13.09991,80.273,36,50.0
87618c48affffff,13.09991,80.273,37,50.0
87618c48affffff,13.09991,80.273,38,50.0
87618c48affffff,13.09991,80.273,39,50.0
87618c48affffff,13.09991,80.273,40,50.0
87618c48affffff,13.09991,80.273,41,50.0
87618c48bffffff,13.0926,80.25114,0,50.0
87618c48bffffff,13.0926,80.25114,1,50.0
87618c48bffffff,13.0926,80.25114,2,50.0
87618c48bffffff,13.0926,80.25114,3,50.0
87618c48bffffff,13.0926,80.25114,4,50.0
87618c48bffffff,13.0926,80.25114,5,50.0
87618c48bffffff,13.0926,80.25114,6,50.0
87618c48bffffff,13.0926,80.25114,7,50.0
87618c48bffffff,13.0926,80.25114,8,50.0
87618c48bffffff,13.0926,80.25114,9,50.0
87618c48bffffff,13.0926,80.25114,10,50.0
87618c48bffffff,13.0926,80.25114,11,50.0
