# INERT PLACEHOLDER — NOT real data. No free historical traffic source exists.
# Flat value on every cell/month; MCDA traffic weight is set to 0 so this
# NEVER influences any ranking. Present only to keep the 3-stream shape.
zone,lat,lon,month,traffic
873da1021ffffff,28.52811,77.18526,7,50.0
873da1021ffffff,28.52811,77.18526,8,50.0
873da1021ffffff,28.52811,77.18526,9,50.0
873da1021ffffff,28.52811,77.18526,10,50.0
873da1021ffffff,28.52811,77.18526,11,50.0
873da1021ffffff,28.52811,77.18526,12,50.0
873da1021ffffff,28.52811,77.18526,13,50.0
873da1021ffffff,28.52811,77.18526,14,50.0
873da1021ffffff,28.52811,77.18526,15,50.0
873da1021ffffff,28.52811,77.18526,16,50.0
873da1021ffffff,28.52811,77.18526,17,50.0
873da1021ffffff,28.52811,77.18526,18,50.0
873da1021ffffff,28.52811,77.18526,19,50.0
873da1021ffffff,28.52811,77.18526,20,50.0
873da1021ffffff,28.52811,77.18526,21,50.0
873da1021ffffff,28.52811,77.18526,22,50.0
873da1021ffffff,28.52811,77.18526,23,50.0
873da1021ffffff,28.52811,77.18526,24,50.0
873da1021ffffff,28.52811,77.18526,25,50.0
873da1021ffffff,28.52811,77.18526,26,50.0
873da1021ffffff,28.52811,77.18526,27,50.0
873da1021ffffff,28.52811,77.18526,28,50.0
873da1021ffffff,28.52811,77.18526,29,50.0
873da1021ffffff,28.52811,77.18526,30,50.0
873da1021ffffff,28.52811,77.18526,31,50.0
873da1021ffffff,28.52811,77.18526,32,50.0
873da1021ffffff,28.52811,77.18526,33,50.0
873da1021ffffff,28.52811,77.18526,34,50.0
873da1021ffffff,28.52811,77.18526,35,50.0
873da1021ffffff,28.52811,77.18526,36,50.0
873da1021ffffff,28.52811,77.18526,37,50.0
873da1021ffffff,28.52811,77.18526,38,50.0
873da1021ffffff,28.52811,77.18526,39,50.0
873da1021ffffff,28.52811,77.18526,40,50.0
873da1021ffffff,28.52811,77.18526,41,50.0
873da1023ffffff,28.50637,77.1821,0,50.0
873da1023ffffff,28.50637,77.1821,1,50.0
873da1023ffffff,28.50637,77.1821,2,50.0
873da1023ffffff,28.50637,77.1821,3,50.0
873da1023ffffff,28.50637,77.1821,4,50.0
873da1023ffffff,28.50637,77.1821,5,50.0
873da1023ffffff,28.50637,77.1821,6,50.0
873da1023ffffff,28.50637,77.1821,7,50.0
873da1023ffffff,28.50637,77.1821,8,50.0
873da1023ffffff,28.50637,77.1821,9,50.0
873da1023ffffff,28.50637,77.1821,10,50.0
873da1023ffffff,28.50637,77.1821,11,50.0
873da1023ffffff,28.50637,77.1821,12,50.0
873da1023ffffff,28.50637,77.1821,13,50.0
873da1023ffffff,28.50637,77.1821,14,50.0
873da1023ffffff,28.50637,77.1821,15,50.0
873da1023ffffff,28.50637,77.1821,16,50.0
873da1023ffffff,28.50637,77.1821,17,50.0
873da1023ffffff,28.50637,77.1821,18,50.0
873da1023ffffff,28.50637,77.1821,19,50.0
873da1023ffffff,28.50637,77.1821,20,50.0
873da1023ffffff,28.50637,77.1821,21,50.0
873da1023ffffff,28.50637,77.1821,22,50.0
873da1023ffffff,28.50637,77.1821,23,50.0
873da1023ffffff,28.50637,77.1821,24,50.0
873da1023ffffff,28.50637,77.1821,25,50.0
873da1023ffffff,28.50637,77.1821,26,50.0
873da1023ffffff,28.50637,77.1821,27,50.0
873da1023ffffff,28.50637,77.1821,28,50.0
873da1023ffffff,28.50637,77.1821,29,50.0
873da1023ffffff,28.50637,77.1821,30,50.0
873da1023ffffff,28.50637,77.1821,31,50.0
873da1023ffffff,28.50637,77.1821,32,50.0
873da1023ffffff,28.50637,77.1821,33,50.0
873da1023ffffff,28.50637,77.1821,34,50.0
873da1023ffffff,28.50637,77.1821,35,50.0
873da1023ffffff,28.50637,77.1821,36,50.0
873da1023ffffff,28.50637,77.1821,37,50.0
873da1023ffffff,28.50637,77.1821,38,50.0
873da1023ffffff,28.50637,77.1821,39,50.0
873da1023ffffff,28.50637,77.1821,40,50.0
873da1023ffffff,28.50637,77.1821,41,50.0
873da1024ffffff,28.53187,77.1405,0,50.0
873da1024ffffff,28.53187,77.1405,1,50.0
873da1024ffffff,28.53187,77.1405,2,50.0
873da1024ffffff,28.53187,77.1405,3,50.0
873da1024ffffff,28.53187,77.1405,4,50.0
873da1024ffffff,28.53187,77.1405,5,50.0
873da1024ffffff,28.53187,77.1405,6,50.0
873da1024ffffff,28.53187,77.1405,7,50.0
873da1024ffffff,28.53187,77.1405,8,50.0
873da1024ffffff,28.53187,77.1405,9,50.0
873da1024ffffff,28.53187,77.1405,10,50.0
873da1024ffffff,28.53187,77.1405,11,50.0
873da1024ffffff,28.53187,77.1405,12,50.0
873da1024ffffff,28.53187,77.1405,13,50.0
873da1024ffffff,28.53187,77.1405,14,50.0
873da1024ffffff,28.53187,77.1405,15,50.0
873da1024ffffff,28.53187,77.1405,16,50.0
873da1024ffffff,28.53187,77.1405,17,50.0
873da1024ffffff,28.53187,77.1405,18,50.0
873da1024ffffff,28.53187,77.1405,19,50.0
873da1024ffffff,28.53187,77.1405,20,50.0
873da1024ffffff,28.53187,77.1405,21,50.0
873da1024ffffff,28.53187,77.1405,22,50.0
873da1024ffffff,28.53187,77.1405,23,50.0
873da1024ffffff,28.53187,77.1405,24,50.0
873da1024ffffff,28.53187,77.1405,25,50.0
873da1024ffffff,28.53187,77.1405,26,50.0
873da1024ffffff,28.53187,77.1405,27,50.0
873da1024ffffff,28.53187,77.1405,28,50.0
873da1024ffffff,28.53187,77.1405,29,50.0
873da1024ffffff,28.53187,77.1405,30,50.0
873da1024ffffff,28.53187,77.1405,31,50.0
873da1024ffffff,28.53187,77.1405,32,50.0
873da1024ffffff,28.53187,77.1405,33,50.0
873da1024ffffff,28.53187,77.1405,34,50.0
873da1024ffffff,28.53187,77.1405,35,50.0
873da1024ffffff,28.53187,77.1405,36,50.0
873da1024ffffff,28.53187,77.1405,37,50.0
873da1024ffffff,28.53187,77.1405,38,50.0
873da1024ffffff,28.53187,77.1405,39,50.0
873da1024ffffff,28.53187,77.1405,40,50.0
873da1024ffffff,28.53187,77.1405,41,50.0
873da1025ffffff,28.54086,77.16445,0,50.0
873da1025ffffff,28.54086,77.16445,1,50.0
873da1025ffffff,28.54086,77.16445,2,50.0
873da1025ffffff,28.54086,77.16445,3,50.0
873da1025ffffff,28.54086,77.16445,4,50.0
873da1025ffffff,28.54086,77.16445,5,50.0
873da1025ffffff,28.54086,77.16445,6,50.0
873da1025ffffff,28.54086,77.16445,7,50.0
873da1025ffffff,28.54086,77.16445,8,50.0
873da1025ffffff,28.54086,77.16445,9,50.0
873da1025ffffff,28.54086,77.16445,10,50.0
873da1025ffffff,28.54086,77.16445,11,50.0
873da1025ffffff,28.54086,77.16445,12,50.0
873da1025ffffff,28.54086,77.16445,13,50.0
873da1025ffffff,28.54086,77.16445,14,50.0
873da1025ffffff,28.54086,77.16445,15,50.0
873da1025ffffff,28.54086,77.16445,16,50.0
873da1025ffffff,28.54086,77.16445,17,50.0
873da1025ffffff,28.54086,77.16445,18,50.0
873da1025ffffff,28.54086,77.16445,19,50.0
873da1025ffffff,28.54086,77.16445,20,50.0
873da1025ffffff,28.54086,77.16445,21,50.0
873da1025ffffff,28.54086,77.16445,22,50.0
873da1025ffffff,28.54086,77.16445,23,50.0
873da1025ffffff,28.54086,77.16445,24,50.0
873da1025ffffff,28.54086,77.16445,25,50.0
873da1025ffffff,28.54086,77.16445,26,50.0
873da1025ffffff,28.54086,77.16445,27,50.0
873da1025ffffff,28.54086,77.16445,28,50.0
873da1025ffffff,28.54086,77.16445,29,50.0
873da1025ffffff,28.54086,77.16445,30,50.0
873da1025ffffff,28.54086,77.16445,31,50.0
873da1025ffffff,28.54086,77.16445,32,50.0
873da1025ffffff,28.54086,77.16445,33,50.0
873da1025ffffff,28.54086,77.16445,34,50.0
873da1025ffffff,28.54086,77.16445,35,50.0
873da1025ffffff,28.54086,77.16445,36,50.0
873da1025ffffff,28.54086,77.16445,37,50.0
873da1025ffffff,28.54086,77.16445,38,50.0
873da1025ffffff,28.54086,77.16445,39,50.0
873da1025ffffff,28.54086,77.16445,40,50.0
873da1025ffffff,28.54086,77.16445,41,50.0
873da1026ffffff,28.51013,77.13735,0,50.0
873da1026ffffff,28.51013,77.13735,1,50.0
873da1026ffffff,28.51013,77.13735,2,50.0
873da1026ffffff,28.51013,77.13735,3,50.0
873da1026ffffff,28.51013,77.13735,4,50.0
873da1026ffffff,28.51013,77.13735,5,50.0
873da1026ffffff,28.51013,77.13735,6,50.0
873da1026ffffff,28.51013,77.13735,7,50.0
873da1026ffffff,28.51013,77.13735,8,50.0
873da1026ffffff,28.51013,77.13735,9,50.0
873da1026ffffff,28.51013,77.13735,10,50.0
873da1026ffffff,28.51013,77.13735,11,50.0
873da1026ffffff,28.51013,77.13735,12,50.0
873da1026ffffff,28.51013,77.13735,13,50.0
873da1026ffffff,28.51013,77.13735,14,50.0
873da1026ffffff,28.51013,77.13735,15,50.0
873da1026ffffff,28.51013,77.13735,16,50.0
873da1026ffffff,28.51013,77.13735,17,50.0
873da1026ffffff,28.51013,77.13735,18,50.0
873da1026ffffff,28.51013,77.13735,19,50.0
873da1026ffffff,28.51013,77.13735,20,50.0
873da1026ffffff,28.51013,77.13735,21,50.0
873da1026ffffff,28.51013,77.13735,22,50.0
873da1026ffffff,28.51013,77.13735,23,50.0
873da1026ffffff,28.51013,77.13735,24,50.0
873da1026ffffff,28.51013,77.13735,25,50.0
873da1026ffffff,28.51013,77.13735,26,50.0
873da1026ffffff,28.51013,77.13735,27,50.0
873da1026ffffff,28.51013,77.13735,28,50.0
873da1026ffffff,28.51013,77.13735,29,50.0
873da1026ffffff,28.51013,77.13735,30,50.0
873da1026ffffff,28.51013,77.13735,31,50.0
873da1026ffffff,28.51013,77.13735,32,50.0
873da1026ffffff,28.51013,77.13735,33,50.0
873da1026ffffff,28.51013,77.13735,34,50.0
873da1026ffffff,28.51013,77.13735,35,50.0
873da1026ffffff,28.51013,77.13735,36,50.0
873da1026ffffff,28.51013,77.13735,37,50.0
873da1026ffffff,28.51013,77.13735,38,50.0
873da1026ffffff,28.51013,77.13735,39,50.0
873da1026ffffff,28.51013,77.13735,40,50.0
873da1026ffffff,28.51013,77.13735,41,50.0
873da1028ffffff,28.52432,77.23001,0,50.0
873da1028ffffff,28.52432,77.23001,1,50.0
873da1028ffffff,28.52432,77.23001,2,50.0
873da1028ffffff,28.52432,77.23001,3,50.0
873da1028ffffff,28.52432,77.23001,4,50.0
873da1028ffffff,28.52432,77.23001,5,50.0
873da1028ffffff,28.52432,77.23001,6,50.0
873da1028ffffff,28.52432,77.23001,7,50.0
873da1028ffffff,28.52432,77.23001,8,50.0
873da1028ffffff,28.52432,77.23001,9,50.0
873da1028ffffff,28.52432,77.23001,10,50.0
873da1028ffffff,28.52432,77.23001,11,50.0
873da1028ffffff,28.52432,77.23001,12,50.0
873da1028ffffff,28.52432,77.23001,13,50.0
873da1028ffffff,28.52432,77.23001,14,50.0
873da1028ffffff,28.52432,77.23001,15,50.0
873da1028ffffff,28.52432,77.23001,16,50.0
873da1028ffffff,28.52432,77.23001,17,50.0
873da1028ffffff,28.52432,77.23001,18,50.0
873da1028ffffff,28.52432,77.23001,19,50.0
873da1028ffffff,28.52432,77.23001,20,50.0
873da1028ffffff,28.52432,77.23001,21,50.0
873da1028ffffff,28.52432,77.23001,22,50.0
873da1028ffffff,28.52432,77.23001,23,50.0
873da1028ffffff,28.52432,77.23001,24,50.0
873da1028ffffff,28.52432,77.23001,25,50.0
873da1028ffffff,28.52432,77.23001,26,50.0
873da1028ffffff,28.52432,77.23001,27,50.0
873da1028ffffff,28.52432,77.23001,28,50.0
873da1028ffffff,28.52432,77.23001,29,50.0
873da1028ffffff,28.52432,77.23001,30,50.0
873da1028ffffff,28.52432,77.23001,31,50.0
873da1028ffffff,28.52432,77.23001,32,50.0
873da1028ffffff,28.52432,77.23001,33,50.0
873da1028ffffff,28.52432,77.23001,34,50.0
873da1028ffffff,28.52432,77.23001,35,50.0
873da1028ffffff,28.52432,77.23001,36,50.0
873da1028ffffff,28.52432,77.23001,37,50.0
873da1028ffffff,28.52432,77.23001,38,50.0
873da1028ffffff,28.52432,77.23001,39,50.0
873da1028ffffff,28.52432,77.23001,40,50.0
873da1028ffffff,28.52432,77.23001,41,50.0
873da1029ffffff,28.5333,77.25398,0,50.0
873da1029ffffff,28.5333,77.25398,1,50.0
873da1029ffffff,28.5333,77.25398,2,50.0
873da1029ffffff,28.5333,77.25398,3,50.0
873da1029ffffff,28.5333,77.25398,4,50.0
873da1029ffffff,28.5333,77.25398,5,50.0
873da1029ffffff,28.5333,77.25398,6,50.0
873da1029ffffff,28.5333,77.25398,7,50.0
873da1029ffffff,28.5333,77.25398,8,50.0
873da1029ffffff,28.5333,77.25398,9,50.0
873da1029ffffff,28.5333,77.25398,10,50.0
873da1029ffffff,28.5333,77.25398,11,50.0
873da1029ffffff,28.5333,77.25398,12,50.0
873da1029ffffff,28.5333,77.25398,13,50.0
873da1029ffffff,28.5333,77.25398,14,50.0
873da1029ffffff,28.5333,77.25398,15,50.0
873da1029ffffff,28.5333,77.25398,16,50.0
873da1029ffffff,28.5333,77.25398,17,50.0
873da1029ffffff,28.5333,77.25398,18,50.0
873da1029ffffff,28.5333,77.25398,19,50.0
873da1029ffffff,28.5333,77.25398,20,50.0
873da1029ffffff,28.5333,77.25398,21,50.0
873da1029ffffff,28.5333,77.25398,22,50.0
873da1029ffffff,28.5333,77.25398,23,50.0
873da1029ffffff,28.5333,77.25398,24,50.0
873da1029ffffff,28.5333,77.25398,25,50.0
873da1029ffffff,28.5333,77.25398,26,50.0
873da1029ffffff,28.5333,77.25398,27,50.0
873da1029ffffff,28.5333,77.25398,28,50.0
873da1029ffffff,28.5333,77.25398,29,50.0
873da1029ffffff,28.5333,77.25398,30,50.0
873da1029ffffff,28.5333,77.25398,31,50.0
873da1029ffffff,28.5333,77.25398,32,50.0
873da1029ffffff,28.5333,77.25398,33,50.0
873da1029ffffff,28.5333,77.25398,34,50.0
873da1029ffffff,28.5333,77.25398,35,50.0
873da1029ffffff,28.5333,77.25398,36,50.0
873da1029ffffff,28.5333,77.25398,37,50.0
873da1029ffffff,28.5333,77.25398,38,50.0
873da1029ffffff,28.5333,77.25398,39,50.0
873da1029ffffff,28.5333,77.25398,40,50.0
873da1029ffffff,28.5333,77.25398,41,50.0
873da102affffff,28.50259,77.22684,0,50.0
873da102affffff,28.50259,77.22684,1,50.0
873da102affffff,28.50259,77.22684,2,50.0
873da102affffff,28.50259,77.22684,3,50.0
873da102affffff,28.50259,77.22684,4,50.0
873da102affffff,28.50259,77.22684,5,50.0
873da102affffff,28.50259,77.22684,6,50.0
873da102affffff,28.50259,77.22684,7,50.0
873da102affffff,28.50259,77.22684,8,50.0
873da102affffff,28.50259,77.22684,9,50.0
873da102affffff,28.50259,77.22684,10,50.0
873da102affffff,28.50259,77.22684,11,50.0
873da102affffff,28.50259,77.22684,12,50.0
873da102affffff,28.50259,77.22684,13,50.0
873da102affffff,28.50259,77.22684,14,50.0
873da102affffff,28.50259,77.22684,15,50.0
873da102affffff,28.50259,77.22684,16,50.0
873da102affffff,28.50259,77.22684,17,50.0
873da102affffff,28.50259,77.22684,18,50.0
873da102affffff,28.50259,77.22684,19,50.0
873da102affffff,28.50259,77.22684,20,50.0
873da102affffff,28.50259,77.22684,21,50.0
873da102affffff,28.50259,77.22684,22,50.0
873da102affffff,28.50259,77.22684,23,50.0
873da102affffff,28.50259,77.22684,24,50.0
873da102affffff,28.50259,77.22684,25,50.0
873da102affffff,28.50259,77.22684,26,50.0
873da102affffff,28.50259,77.22684,27,50.0
873da102affffff,28.50259,77.22684,28,50.0
873da102affffff,28.50259,77.22684,29,50.0
873da102affffff,28.50259,77.22684,30,50.0
873da102affffff,28.50259,77.22684,31,50.0
873da102affffff,28.50259,77.22684,32,50.0
873da102affffff,28.50259,77.22684,33,50.0
873da102affffff,28.50259,77.22684,34,50.0
873da102affffff,28.50259,77.22684,35,50.0
873da102affffff,28.50259,77.22684,36,50.0
873da102affffff,28.50259,77.22684,37,50.0
873da102affffff,28.50259,77.22684,38,50.0
873da102affffff,28.50259,77.22684,39,50.0
873da102affffff,28.50259,77.22684,40,50.0
873da102affffff,28.50259,77.22684,41,50.0
873da102bffffff,28.51156,77.25079,0,50.0
873da102bffffff,28.51156,77.25079,1,50.0
873da102bffffff,28.51156,77.25079,2,50.0
873da102bffffff,28.51156,77.25079,3,50.0
873da102bffffff,28.51156,77.25079,4,50.0
873da102bffffff,28.51156,77.25079,5,50.0
873da102bffffff,28.51156,77.25079,6,50.0
873da102bffffff,28.51156,77.25079,7,50.0
873da102bffffff,28.51156,77.25079,8,50.0
873da102bffffff,28.51156,77.25079,9,50.0
873da102bffffff,28.51156,77.25079,10,50.0
873da102bffffff,28.51156,77.25079,11,50.0
873da102bffffff,28.51156,77.25079,12,50.0
873da102bffffff,28.51156,77.25079,13,50.0
873da102bffffff,28.51156,77.25079,14,50.0
873da102bffffff,28.51156,77.25079,15,50.0
873da102bffffff,28.51156,77.25079,16,50.0
873da102bffffff,28.51156,77.25079,17,50.0
873da102bffffff,28.51156,77.25079,18,50.0
873da102bffffff,28.51156,77.25079,19,50.0
873da102bffffff,28.51156,77.25079,20,50.0
873da102bffffff,28.51156,77.25079,21,50.0
873da102bffffff,28.51156,77.25079,22,50.0
873da102bffffff,28.51156,77.25079,23,50.0
873da102bffffff,28.51156,77.25079,24,50.0
873da102bffffff,28.51156,77.25079,25,50.0
873da102bffffff,28.51156,77.25079,26,50.0
873da102bffffff,28.51156,77.25079,27,50.0
873da102bffffff,28.51156,77.25079,28,50.0
873da102bffffff,28.51156,77.25079,29,50.0
873da102bffffff,28.51156,77.25079,30,50.0
873da102bffffff,28.51156,77.25079,31,50.0
873da102bffffff,28.51156,77.25079,32,50.0
873da102bffffff,28.51156,77.25079,33,50.0
873da102bffffff,28.51156,77.25079,34,50.0
873da102bffffff,28.51156,77.25079,35,50.0
873da102bffffff,28.51156,77.25079,36,50.0
873da102bffffff,28.51156,77.25079,37,50.0
873da102bffffff,28.51156,77.25079,38,50.0
873da102bffffff,28.51156,77.25079,39,50.0
873da102bffffff,28.51156,77.25079,40,50.0
873da102bffffff,28.51156,77.25079,41,50.0
873da102cffffff,28.53709,77.20922,0,50.0
873da102cffffff,28.53709,77.20922,1,50.0
873da102cffffff,28.53709,77.20922,2,50.0
873da102cffffff,28.53709,77.20922,3,50.0
873da102cffffff,28.53709,77.20922,4,50.0
873da102cffffff,28.53709,77.20922,5,50.0
873da102cffffff,28.53709,77.20922,6,50.0
873da102cffffff,28.53709,77.20922,7,50.0
873da102cffffff,28.53709,77.20922,8,50.0
873da102cffffff,28.53709,77.20922,9,50.0
873da102cffffff,28.53709,77.20922,10,50.0
873da102cffffff,28.53709,77.20922,11,50.0
873da102cffffff,28.53709,77.20922,12,50.0
873da102cffffff,28.53709,77.20922,13,50.0
873da102cffffff,28.53709,77.20922,14,50.0
873da102cffffff,28.53709,77.20922,15,50.0
873da102cffffff,28.53709,77.20922,16,50.0
873da102cffffff,28.53709,77.20922,17,50.0
873da102cffffff,28.53709,77.20922,18,50.0
873da102cffffff,28.53709,77.20922,19,50.0
873da102cffffff,28.53709,77.20922,20,50.0
873da102cffffff,28.53709,77.20922,21,50.0
873da102cffffff,28.53709,77.20922,22,50.0
873da102cffffff,28.53709,77.20922,23,50.0
873da102cffffff,28.53709,77.20922,24,50.0
873da102cffffff,28.53709,77.20922,25,50.0
873da102cffffff,28.53709,77.20922,26,50.0
873da102cffffff,28.53709,77.20922,27,50.0
873da102cffffff,28.53709,77.20922,28,50.0
873da102cffffff,28.53709,77.20922,29,50.0
873da102cffffff,28.53709,77.20922,30,50.0
873da102cffffff,28.53709,77.20922,31,50.0
873da102cffffff,28.53709,77.20922,32,50.0
873da102cffffff,28.53709,77.20922,33,50.0
873da102cffffff,28.53709,77.20922,34,50.0
873da102cffffff,28.53709,77.20922,35,50.0
873da102cffffff,28.53709,77.20922,36,50.0
873da102cffffff,28.53709,77.20922,37,50.0
873da102cffffff,28.53709,77.20922,38,50.0
873da102cffffff,28.53709,77.20922,39,50.0
873da102cffffff,28.53709,77.20922,40,50.0
873da102cffffff,28.53709,77.20922,41,50.0
873da102dffffff,28.54607,77.23319,0,50.0
873da102dffffff,28.54607,77.23319,1,50.0
873da102dffffff,28.54607,77.23319,2,50.0
873da102dffffff,28.54607,77.23319,3,50.0
873da102dffffff,28.54607,77.23319,4,50.0
873da102dffffff,28.54607,77.23319,5,50.0
873da102dffffff,28.54607,77.23319,6,50.0
873da102dffffff,28.54607,77.23319,7,50.0
873da102dffffff,28.54607,77.23319,8,50.0
873da102dffffff,28.54607,77.23319,9,50.0
873da102dffffff,28.54607,77.23319,10,50.0
873da102dffffff,28.54607,77.23319,11,50.0
873da102dffffff,28.54607,77.23319,12,50.0
873da102dffffff,28.54607,77.23319,13,50.0
873da102dffffff,28.54607,77.23319,14,50.0
873da102dffffff,28.54607,77.23319,15,50.0
873da102dffffff,28.54607,77.23319,16,50.0
873da102dffffff,28.54607,77.23319,17,50.0
873da102dffffff,28.54607,77.23319,18,50.0
873da102dffffff,28.54607,77.23319,19,50.0
873da102dffffff,28.54607,77.23319,20,50.0
873da102dffffff,28.54607,77.23319,21,50.0
873da102dffffff,28.54607,77.23319,22,50.0
873da102dffffff,28.54607,77.23319,23,50.0
873da102dffffff,28.54607,77.23319,24,50.0
873da102dffffff,28.54607,77.23319,25,50.0
873da102dffffff,28.54607,77.23319,26,50.0
873da102dffffff,28.54607,77.23319,27,50.0
873da102dffffff,28.54607,77.23319,28,50.0
873da102dffffff,28.54607,77.23319,29,50.0
873da102dffffff,28.54607,77.23319,30,50.0
873da102dffffff,28.54607,77.23319,31,50.0
873da102dffffff,28.54607,77.23319,32,50.0
873da102dffffff,28.54607,77.23319,33,50.0
873da102dffffff,28.54607,77.23319,34,50.0
873da102dffffff,28.54607,77.23319,35,50.0
873da102dffffff,28.54607,77.23319,36,50.0
873da102dffffff,28.54607,77.23319,37,50.0
873da102dffffff,28.54607,77.23319,38,50.0
873da102dffffff,28.54607,77.23319,39,50.0
873da102dffffff,28.54607,77.23319,40,50.0
873da102dffffff,28.54607,77.23319,41,50.0
873da102effffff,28.51535,77.20605,0,50.0
873da102effffff,28.51535,77.20605,1,50.0
873da102effffff,28.51535,77.20605,2,50.0
873da102effffff,28.51535,77.20605,3,50.0
873da102effffff,28.51535,77.20605,4,50.0
873da102effffff,28.51535,77.20605,5,50.0
873da102effffff,28.51535,77.20605,6,50.0
873da102effffff,28.51535,77.20605,7,50.0
873da102effffff,28.51535,77.20605,8,50.0
873da102effffff,28.51535,77.20605,9,50.0
873da102effffff,28.51535,77.20605,10,50.0
873da102effffff,28.51535,77.20605,11,50.0
873da102effffff,28.51535,77.20605,12,50.0
873da102effffff,28.51535,77.20605,13,50.0
873da102effffff,28.51535,77.20605,14,50.0
873da102effffff,28.51535,77.20605,15,50.0
873da102effffff,28.51535,77.20605,16,50.0
873da102effffff,28.51535,77.20605,17,50.0
873da102effffff,28.51535,77.20605,18,50.0
873da102effffff,28.51535,77.20605,19,50.0
873da102effffff,28.51535,77.20605,20,50.0
873da102effffff,28.51535,77.20605,21,50.0
873da102effffff,28.51535,77.20605,22,50.0
873da102effffff,28.51535,77.20605,23,50.0
873da102effffff,28.51535,77.20605,24,50.0
873da102effffff,28.51535,77.20605,25,50.0
873da102effffff,28.51535,77.20605,26,50.0
873da102effffff,28.51535,77.20605,27,50.0
873da102effffff,28.51535,77.20605,28,50.0
873da102effffff,28.51535,77.20605,29,50.0
873da102effffff,28.51535,77.20605,30,50.0
873da102effffff,28.51535,77.20605,31,50.0
873da102effffff,28.51535,77.20605,32,50.0
873da102effffff,28.51535,77.20605,33,50.0
873da102effffff,28.51535,77.20605,34,50.0
873da102effffff,28.51535,77.20605,35,50.0
873da102effffff,28.51535,77.20605,36,50.0
873da102effffff,28.51535,77.20605,37,50.0
873da102effffff,28.51535,77.20605,38,50.0
873da102effffff,28.51535,77.20605,39,50.0
873da102effffff,28.51535,77.20605,40,50.0
873da102effffff,28.51535,77.20605,41,50.0
873da1044ffffff,28.54741,77.34667,0,50.0
873da1044ffffff,28.54741,77.34667,1,50.0
873da1044ffffff,28.54741,77.34667,2,50.0
873da1044ffffff,28.54741,77.34667,3,50.0
873da1044ffffff,28.54741,77.34667,4,50.0
873da1044ffffff,28.54741,77.34667,5,50.0
873da1044ffffff,28.54741,77.34667,6,50.0
873da1044ffffff,28.54741,77.34667,7,50.0
873da1044ffffff,28.54741,77.34667,8,50.0
873da1044ffffff,28.54741,77.34667,9,50.0
873da1044ffffff,28.54741,77.34667,10,50.0
873da1044ffffff,28.54741,77.34667,11,50.0
873da1044ffffff,28.54741,77.34667,12,50.0
873da1044ffffff,28.54741,77.34667,13,50.0
873da1044ffffff,28.54741,77.34667,14,50.0
873da1044ffffff,28.54741,77.34667,15,50.0
873da1044ffffff,28.54741,77.34667,16,50.0
