rank,zone,score,traffic_latest,aqi_latest,ndvi_latest,traffic_pred,aqi_pred,ndvi_pred,traffic_pred_delta,aqi_pred_delta,ndvi_pred_delta,ndvi_slope,plantable_space,n_sites,c_aqi_worsening,c_traffic_worsening,c_ndvi_decline,c_low_green_cover,c_plantable_space,species,soil_ph,soil_texture,soil_moisture
36,8761892e0ffffff,0.5019,50.0000,49.9000,0.3291,50.0000,64.1160,0.2492,0.0000,14.2160,-0.0799,0.0001,0.4515,0,0.6686,0.5000,0.2116,0.7682,0.4515,,6.4000,sandy clay loam,
37,8761892f1ffffff,0.4991,50.0000,48.8000,0.4428,50.0000,62.2204,0.2916,0.0000,13.4204,-0.1512,-0.0008,0.2620,0,0.5744,0.5000,0.5439,0.3516,0.2620,,6.7000,sandy clay loam,
38,8760145b1ffffff,0.4967,50.0000,49.9000,0.2656,50.0000,62.5859,0.1474,0.0000,12.6859,-0.1182,-0.0001,0.5573,0,0.4875,0.5000,0.2742,1.0000,0.5573,,,,
39,8760145a0ffffff,0.4946,50.0000,49.9000,0.2950,50.0000,63.3812,0.1515,0.0000,13.4812,-0.1435,0.0001,0.5083,0,0.5816,0.5000,0.2204,0.8931,0.5083,,,,
40,8761892f2ffffff,0.4927,50.0000,48.8000,0.4654,50.0000,61.3613,0.2967,0.0000,12.5613,-0.1687,-0.0012,0.2243,0,0.4727,0.5000,0.6882,0.2688,0.2243,,6.6000,sandy clay loam,
41,8760145b4ffffff,0.4893,50.0000,49.9000,0.4284,50.0000,66.9158,0.2820,0.0000,17.0158,-0.1464,0.0007,0.2860,0,1.0000,0.5000,0.0000,0.4044,0.2860,,,,
42,8760145b0ffffff,0.4862,50.0000,49.9000,0.3324,50.0000,64.1302,0.1580,0.0000,14.2302,-0.1744,0.0002,0.4460,0,0.6703,0.5000,0.1716,0.7561,0.4460,,,,
43,876189259ffffff,0.4858,50.0000,49.9000,0.3381,50.0000,64.1160,0.2184,0.0000,14.2160,-0.1197,0.0002,0.4365,0,0.6686,0.5000,0.1840,0.7352,0.4365,,6.4000,sandy clay loam,
44,87618925affffff,0.4838,50.0000,49.9000,0.3512,50.0000,63.9994,0.2462,0.0000,14.0994,-0.1050,0.0001,0.4147,0,0.6548,0.5000,0.2209,0.6872,0.4147,,,,
45,876014584ffffff,0.4796,50.0000,49.9000,0.2802,50.0000,63.6167,0.1248,0.0000,13.7167,-0.1554,0.0003,0.5330,0,0.6095,0.5000,0.1153,0.9473,0.5330,,,,
46,87618928dffffff,0.4754,50.0000,48.8000,0.4530,50.0000,62.2204,0.2731,0.0000,13.4204,-0.1799,-0.0007,0.2450,0,0.5744,0.5000,0.4972,0.3143,0.2450,,6.7000,sandy clay loam,
47,8760145a4ffffff,0.4738,50.0000,49.9000,0.2641,50.0000,62.5859,0.1880,0.0000,12.6859,-0.0761,0.0001,0.5598,0,0.4875,0.5000,0.2081,1.0000,0.5598,,,,
48,8760145a2ffffff,0.4692,50.0000,49.9000,0.2563,50.0000,62.5859,0.1395,0.0000,12.6859,-0.1168,0.0001,0.5728,0,0.4875,0.5000,0.1912,1.0000,0.5728,,,,
49,8760145a3ffffff,0.4646,50.0000,49.9000,0.3315,50.0000,64.1160,0.1629,0.0000,14.2160,-0.1686,0.0003,0.4475,0,0.6686,0.5000,0.1101,0.7594,0.4475,,,,
50,87618925bffffff,0.4588,50.0000,49.9000,0.2856,50.0000,63.3812,0.2087,0.0000,13.4812,-0.0769,0.0004,0.5240,0,0.5816,0.5000,0.0990,0.9276,0.5240,,,,
51,8761892e9ffffff,0.4584,50.0000,49.9000,0.3490,50.0000,64.7821,0.2366,0.0000,14.8821,-0.1124,0.0005,0.4183,0,0.7474,0.5000,0.0380,0.6953,0.4183,,,,
52,8761892e6ffffff,0.4530,50.0000,48.8000,0.3134,50.0000,59.3728,0.2368,0.0000,10.5728,-0.0766,-0.0008,0.4777,0,0.2374,0.5000,0.5325,0.8257,0.4777,,6.5000,sandy clay loam,
53,876014513ffffff,0.4492,50.0000,49.9000,0.4839,50.0000,64.1002,0.2876,0.0000,14.2002,-0.1963,-0.0004,0.1935,0,0.6667,0.5000,0.3801,0.2010,0.1935,,6.5000,sandy clay loam,
54,8760145b5ffffff,0.4468,50.0000,49.9000,0.2932,50.0000,63.3812,0.1530,0.0000,13.4812,-0.1402,0.0004,0.5113,0,0.5816,0.5000,0.0801,0.8997,0.5113,,,,
55,876189258ffffff,0.4378,50.0000,49.9000,0.3590,50.0000,64.2409,0.2380,0.0000,14.3409,-0.1210,0.0004,0.4017,0,0.6834,0.5000,0.0727,0.6586,0.4017,,,,
56,8761892c2ffffff,0.4333,50.0000,48.8000,0.4942,50.0000,59.5646,0.3110,0.0000,10.7646,-0.1832,-0.0015,0.1763,0,0.2601,0.5000,0.8204,0.1633,0.1763,,6.6000,sandy clay loam,
57,8760145a6ffffff,0.4319,50.0000,49.9000,0.3165,50.0000,64.0120,0.2120,0.0000,14.1120,-0.1045,0.0007,0.4725,0,0.6563,0.5000,0.0000,0.8143,0.4725,,,,
58,8761892c0ffffff,0.4237,50.0000,48.8000,0.4679,50.0000,61.3014,0.2633,0.0000,12.5014,-0.2046,-0.0007,0.2202,0,0.4657,0.5000,0.5041,0.2597,0.2202,,6.5000,sandy clay loam,
59,876189289ffffff,0.4162,50.0000,48.8000,0.5132,50.0000,59.4049,0.3427,0.0000,10.6049,-0.1705,-0.0015,0.1447,0,0.2412,0.5000,0.8320,0.0937,0.1447,,6.4000,sandy clay loam,
60,8761892f5ffffff,0.4156,50.0000,48.8000,0.3965,50.0000,61.6157,0.2565,0.0000,12.8157,-0.1400,-0.0001,0.3392,0,0.5028,0.5000,0.2926,0.5212,0.3392,,6.5000,sandy clay loam,
61,87618925effffff,0.4152,50.0000,49.9000,0.4531,50.0000,65.0261,0.3265,0.0000,15.1261,-0.1266,0.0004,0.2448,0,0.7763,0.5000,0.0946,0.3139,0.2448,,6.5000,sandy clay loam,
62,8761892eaffffff,0.4140,50.0000,48.8000,0.3028,50.0000,59.4206,0.1795,0.0000,10.6206,-0.1233,-0.0004,0.4953,0,0.2430,0.5000,0.3932,0.8645,0.4953,,,,
63,8761892c1ffffff,0.4129,50.0000,48.8000,0.3746,50.0000,59.5976,0.2338,0.0000,10.7976,-0.1408,-0.0007,0.3757,0,0.2640,0.5000,0.5128,0.6015,0.3757,,,,
64,876014596ffffff,0.4102,50.0000,48.8000,0.4250,50.0000,62.2204,0.2298,0.0000,13.4204,-0.1952,-0.0000,0.2917,0,0.5744,0.5000,0.2534,0.4168,0.2917,,6.4000,sandy clay loam,
65,8761892e8ffffff,0.4087,50.0000,49.9000,0.4560,50.0000,65.6314,0.3596,0.0000,15.7314,-0.0964,0.0007,0.2400,0,0.8480,0.5000,0.0000,0.3033,0.2400,,6.5000,sandy clay loam,
66,8761892e3ffffff,0.4050,50.0000,48.8000,0.3359,50.0000,59.4206,0.2236,0.0000,10.6206,-0.1123,-0.0005,0.4402,0,0.2430,0.5000,0.4350,0.7433,0.4402,,,,
67,87601459cffffff,0.3944,50.0000,48.8000,0.3516,50.0000,59.8823,0.1820,0.0000,11.0823,-0.1696,-0.0003,0.4140,0,0.2977,0.5000,0.3746,0.6857,0.4140,,6.4500,sandy clay loam,
68,8761892f3ffffff,0.3902,50.0000,48.8000,0.4915,50.0000,59.4049,0.3540,0.0000,10.6049,-0.1375,-0.0012,0.1808,0,0.2412,0.5000,0.7134,0.1732,0.1808,,6.4000,sandy clay loam,
69,8761892eeffffff,0.3748,50.0000,48.8000,0.4436,50.0000,62.5172,0.2763,0.0000,13.7172,-0.1673,0.0002,0.2607,0,0.6096,0.5000,0.1504,0.3487,0.2607,,6.2000,sandy clay loam,
70,876189252ffffff,0.3676,50.0000,49.9000,0.4134,50.0000,63.7596,0.2834,0.0000,13.8596,-0.1300,0.0005,0.3110,0,0.6264,0.5000,0.0488,0.4593,0.3110,,6.7000,sandy clay loam,
71,876014510ffffff,0.3642,50.0000,49.9000,0.5399,50.0000,64.1002,0.2896,0.0000,14.2002,-0.2503,-0.0000,0.1002,0,0.6667,0.5000,0.2501,0.0000,0.1002,,6.5000,sandy clay loam,
72,8761892f0ffffff,0.3512,50.0000,48.8000,0.5038,50.0000,59.4049,0.3624,0.0000,10.6049,-0.1414,-0.0010,0.1603,0,0.2412,0.5000,0.6270,0.1281,0.1603,,6.5000,sandy clay loam,
73,8761892ebffffff,0.3505,50.0000,48.8000,0.3252,50.0000,57.7943,0.1667,0.0000,8.9943,-0.1585,-0.0006,0.4580,0,0.0505,0.5000,0.4774,0.7825,0.4580,,6.5000,sandy clay loam,
74,876014514ffffff,0.3447,50.0000,49.9000,0.5374,50.0000,64.0303,0.3318,0.0000,14.1303,-0.2056,0.0001,0.1043,0,0.6585,0.5000,0.2005,0.0050,0.1043,,6.4000,sandy clay loam,
75,876014582ffffff,0.3414,50.0000,48.8000,0.3041,50.0000,59.4206,0.1567,0.0000,10.6206,-0.1474,0.0001,0.4932,0,0.2430,0.5000,0.1883,0.8598,0.4932,,,,
76,876189253ffffff,0.3388,50.0000,49.9000,0.4706,50.0000,64.0584,0.3227,0.0000,14.1584,-0.1479,0.0005,0.2157,0,0.6618,0.5000,0.0430,0.2498,0.2157,,6.6000,sandy clay loam,
77,876014591ffffff,0.3089,50.0000,48.8000,0.4167,50.0000,61.1562,0.1958,0.0000,12.3562,-0.2209,0.0004,0.3055,0,0.4485,0.5000,0.0910,0.4472,0.3055,,,,
78,8760145b3ffffff,0.2974,50.0000,48.8000,0.3269,50.0000,59.4206,0.1860,0.0000,10.6206,-0.1409,0.0003,0.4552,0,0.2430,0.5000,0.1094,0.7762,0.4552,,,,
79,876014511ffffff,0.2891,50.0000,49.9000,0.5441,50.0000,63.2821,0.2881,0.0000,13.3821,-0.2560,0.0002,0.0932,0,0.5699,0.5000,0.1479,0.0000,0.0932,,6.5000,sandy loam,
80,876014586ffffff,0.2592,50.0000,48.8000,0.2848,50.0000,56.8805,0.1258,0.0000,8.0805,-0.1590,0.0001,0.5253,0,0.0000,0.5000,0.1917,0.9305,0.5253,,,,
81,8761892f6ffffff,0.2578,50.0000,48.8000,0.4353,50.0000,58.5043,0.3060,0.0000,9.7043,-0.1293,-0.0003,0.2745,0,0.1346,0.5000,0.3418,0.3791,0.2745,,6.5000,sandy clay loam,
82,876189250ffffff,0.2483,50.0000,49.9000,0.5405,50.0000,63.5025,0.4375,0.0000,13.6025,-0.1030,0.0010,0.0992,0,0.5960,0.5000,0.0000,0.0000,0.0992,,6.7000,sandy clay loam,
83,8761892f4ffffff,0.2378,50.0000,48.8000,0.4915,50.0000,59.7702,0.3316,0.0000,10.9702,-0.1599,0.0000,0.1808,0,0.2844,0.5000,0.2286,0.1732,0.1808,,6.5000,sandy clay loam,
84,876014583ffffff,0.1897,50.0000,48.8000,0.3107,50.0000,57.3326,0.1654,0.0000,8.5326,-0.1453,0.0005,0.4822,0,0.0000,0.5000,0.0462,0.8356,0.4822,,6.4000,sandy clay loam,
85,87601459effffff,0.1896,50.0000,48.8000,0.3548,50.0000,57.3861,0.1513,0.0000,8.5861,-0.2035,0.0003,0.4087,0,0.0022,0.5000,0.1336,0.6740,0.4087,,6.4000,sandy clay loam,
86,876014592ffffff,0.1835,50.0000,48.8000,0.5341,50.0000,59.4049,0.3716,0.0000,10.6049,-0.1625,0.0001,0.1098,0,0.2412,0.5000,0.2100,0.0171,0.1098,,6.4000,sandy clay loam,
87,8760145aeffffff,0.1775,50.0000,49.9000,0.5617,50.0000,62.0813,0.3171,0.0000,12.1813,-0.2446,0.0009,0.0638,0,0.4278,0.5000,0.0000,0.0000,0.0638,,6.4000,sandy clay loam,
88,8760145b6ffffff,0.1636,50.0000,48.8000,0.4879,50.0000,59.7916,0.3317,0.0000,10.9916,-0.1562,0.0006,0.1868,0,0.2869,0.5000,0.0063,0.1864,0.1868,,,,
89,876014593ffffff,0.1526,50.0000,48.8000,0.5696,50.0000,58.5867,0.3308,0.0000,9.7867,-0.2388,-0.0000,0.0507,0,0.1443,0.5000,0.2567,0.0000,0.0507,,6.3000,sandy clay loam,
90,8760145b2ffffff,0.1370,50.0000,48.8000,0.4964,50.0000,59.4049,0.3287,0.0000,10.6049,-0.1677,0.0008,0.1727,0,0.2412,0.5000,0.0000,0.1552,0.1727,,,,
91,876014590ffffff,0.1178,50.0000,48.8000,0.5515,50.0000,58.5867,0.3240,0.0000,9.7867,-0.2275,0.0002,0.0808,0,0.1443,0.5000,0.1485,0.0000,0.0808,,6.3000,sandy clay loam,
92,876014594ffffff,,,,0.3484,,,0.2154,,,-0.1330,-0.0001,0.4193,0,,0.5000,0.2739,0.6975,0.4193,,,,
93,876014595ffffff,,,,0.3889,,,0.2530,,,-0.1359,0.0003,0.3518,0,,0.5000,0.1443,0.5491,0.3518,,6.3000,sandy clay loam,
94,876014598ffffff,,50.0000,48.8000,,50.0000,56.9680,,0.0000,8.1680,,0.0000,,0,0.0000,0.5000,0.2434,,,,6.3500,sandy clay loam,
95,87601459affffff,,50.0000,48.8000,,50.0000,56.9680,,0.0000,8.1680,,0.0000,,0,0.0000,0.5000,0.2434,,,,6.4500,sandy clay loam,
96,87601459dffffff,,50.0000,48.8000,,50.0000,56.9680,,0.0000,8.1680,,0.0000,,0,0.0000,0.5000,0.2434,,,,6.4000,sandy clay loam,
97,876016960ffffff,,,,0.4725,,,0.3097,,,-0.1628,0.0004,0.2125,0,,0.5000,0.0897,0.2428,0.2125,,6.5000,sandy clay loam,
98,876016961ffffff,,,,0.4057,,,0.2590,,,-0.1467,-0.0003,0.3238,0,,0.5000,0.3728,0.4875,0.3238,,6.4000,sandy clay loam,
99,876016964ffffff,,,,0.4741,,,0.3065,,,-0.1676,-0.0004,0.2098,0,,0.5000,0.4062,0.2369,0.2098,,6.5000,sandy clay loam,
100,876016965ffffff,,,,0.4705,,,0.3052,,,-0.1653,0.0006,0.2158,0,,0.5000,0.0309,0.2501,0.2158,,6.4000,sandy clay loam,
101,87601696cffffff,,,,0.4220,,,0.2464,,,-0.1756,-0.0010,0.2967,0,,0.5000,0.6248,0.4278,0.2967,,6.4500,sandy clay loam,
102,87601696dffffff,,,,0.3558,,,0.2213,,,-0.1345,-0.0009,0.4070,0,,0.5000,0.5860,0.6704,0.4070,,6.4000,sandy clay loam,
103,876189208ffffff,,,,0.3174,,,0.2801,,,-0.0373,-0.0017,0.4710,0,,0.5000,0.9129,0.8110,0.4710,,6.4000,sandy clay loam,
104,876189209ffffff,,,,0.2707,,,0.2310,,,-0.0397,-0.0020,0.5488,0,,0.5000,1.0000,0.9821,0.5488,,6.8000,sandy clay loam,
105,87618920affffff,,,,0.2968,,,0.2715,,,-0.0253,-0.0006,0.5053,0,,0.5000,0.4784,0.8865,0.5053,,6.5000,sandy clay loam,
106,87618920bffffff,,,,0.2709,,,0.2240,,,-0.0469,-0.0007,0.5485,0,,0.5000,0.4989,0.9814,0.5485,,,,
107,87618920dffffff,,,,0.4601,,,0.3748,,,-0.0853,-0.0030,0.2332,0,,0.5000,1.0000,0.2882,0.2332,,6.5000,sandy clay loam,
108,876189219ffffff,,,,0.3812,,,0.3153,,,-0.0659,-0.0006,0.3647,0,,0.5000,0.4728,0.5773,0.3647,,6.6000,sandy clay loam,
109,87618921bffffff,,,,0.4448,,,0.2854,,,-0.1594,-0.0009,0.2587,0,,0.5000,0.5872,0.3443,0.2587,,6.5500,sandy clay loam,
110,876189240ffffff,,,,0.1974,,,0.1880,,,-0.0094,-0.0008,0.6710,0,,0.5000,0.5610,1.0000,0.6710,,,,
111,876189241ffffff,,,,0.2823,,,0.2368,,,-0.0455,-0.0008,0.5295,0,,0.5000,0.5686,0.9396,0.5295,,6.5000,sandy clay loam,
112,876189242ffffff,,,,0.2706,,,0.2168,,,-0.0538,-0.0004,0.5490,0,,0.5000,0.3920,0.9825,0.5490,,,,
113,876189243ffffff,,,,0.2784,,,0.2859,,,0.0075,0.0017,0.5360,0,,0.5000,0.0000,0.9539,0.5360,,,,
114,876189244ffffff,,,,0.3147,,,0.2544,,,-0.0603,-0.0009,0.4755,0,,0.5000,0.6039,0.8209,0.4755,,6.5000,sandy clay loam,
115,876189246ffffff,,,,0.2961,,,0.2766,,,-0.0195,-0.0012,0.5065,0,,0.5000,0.7130,0.8891,0.5065,,6.3000,sandy clay loam,
116,876189248ffffff,,,,0.2648,,,0.2292,,,-0.0356,-0.0002,0.5587,0,,0.5000,0.3302,1.0000,0.5587,,,,
117,876189249ffffff,,,,0.3478,,,0.2673,,,-0.0805,-0.0010,0.4203,0,,0.5000,0.6150,0.6997,0.4203,,6.4000,sandy clay loam,
118,8761892c5ffffff,,,,0.2822,,,0.1735,,,-0.1087,-0.0007,0.5297,0,,0.5000,0.5160,0.9400,0.5297,,6.6000,sandy clay loam,
119,8761892c6ffffff,,,,0.4600,,,0.2825,,,-0.1775,-0.0019,0.2333,0,,0.5000,0.9861,0.2886,0.2333,,6.5000,sandy clay loam,
120,8761892c8ffffff,,,,0.3450,,,0.2293,,,-0.1157,-0.0005,0.4250,0,,0.5000,0.4224,0.7099,0.4250,,6.4000,sandy clay loam,
121,8761892c9ffffff,,,,0.4612,,,0.2656,,,-0.1956,0.0002,0.2313,0,,0.5000,0.1508,0.2842,0.2313,,6.5000,sandy clay loam,
122,8761892caffffff,,,,0.4078,,,0.2690,,,-0.1388,-0.0001,0.3203,0,,0.5000,0.2983,0.4798,0.3203,,6.6000,sandy clay loam,
123,8761892cbffffff,,,,0.4255,,,0.2458,,,-0.1797,-0.0002,0.2908,0,,0.5000,0.3193,0.4150,0.2908,,6.4000,sandy clay loam,
124,8761892ccffffff,,,,0.2988,,,0.1964,,,-0.1024,-0.0005,0.5020,0,,0.5000,0.4532,0.8792,0.5020,,,,
125,8761892cdffffff,,,,0.3566,,,0.2267,,,-0.1299,-0.0003,0.4057,0,,0.5000,0.3727,0.6674,0.4057,,,,
126,8761892ceffffff,,,,0.3598,,,0.2429,,,-0.1169,-0.0008,0.4003,0,,0.5000,0.5519,0.6557,0.4003,,6.6000,sandy clay loam,
127,8761892d0ffffff,,,,0.5425,,,0.2922,,,-0.2503,-0.0014,0.0958,0,,0.5000,0.8012,0.0000,0.0958,,6.6000,sandy clay loam,
128,8761892d1ffffff,,,,0.5077,,,0.3244,,,-0.1833,-0.0014,0.1538,0,,0.5000,0.7825,0.1138,0.1538,,6.5000,sandy clay loam,
129,8761892d4ffffff,,,,0.4293,,,0.2624,,,-0.1669,-0.0026,0.2845,0,,0.5000,1.0000,0.4011,0.2845,,6.6000,sandy clay loam,
130,8761892d5ffffff,,,,0.5020,,,0.2957,,,-0.2063,-0.0019,0.1633,0,,0.5000,0.9580,0.1347,0.1633,,6.6000,sandy clay loam,
131,8761892d8ffffff,,,,0.4081,,,0.2307,,,-0.1774,-0.0021,0.3198,0,,0.5000,1.0000,0.4788,0.3198,,6.5000,sandy clay loam,
132,8761892d9ffffff,,,,0.4219,,,0.2553,,,-0.1666,-0.0024,0.2968,0,,0.5000,1.0000,0.4282,0.2968,,6.4000,sandy clay loam,
133,8761892dcffffff,,,,0.4163,,,0.2195,,,-0.1968,-0.0021,0.3062,0,,0.5000,1.0000,0.4487,0.3062,,6.5500,sandy clay loam,
