rank,zone,score,traffic_latest,aqi_latest,ndvi_latest,traffic_pred,aqi_pred,ndvi_pred,traffic_pred_delta,aqi_pred_delta,ndvi_pred_delta,ndvi_slope,plantable_space,n_sites,c_aqi_worsening,c_traffic_worsening,c_ndvi_decline,c_low_green_cover,c_plantable_space,species,soil_ph,soil_texture,soil_moisture
11,873da1b9bffffff,0.7979,50.0000,300.6000,0.1850,50.0000,301.7184,0.2279,0.0000,1.1184,0.0429,-0.0001,0.6917,0,0.9503,0.5000,0.5675,1.0000,0.6917,,,,
12,873da1aa6ffffff,0.7969,50.0000,300.6000,0.3061,50.0000,280.3697,0.4084,0.0000,-20.2303,0.1023,-0.0006,0.4898,0,0.8723,0.5000,0.8501,0.6765,0.4898,,,,
13,873da1145ffffff,0.7809,50.0000,300.6000,0.2163,50.0000,306.7998,0.2726,0.0000,6.1998,0.0563,-0.0000,0.6395,0,0.9689,0.5000,0.5239,0.9736,0.6395,,,,
14,873da1148ffffff,0.7697,50.0000,300.6000,0.2286,50.0000,290.5136,0.2273,0.0000,-10.0864,-0.0013,-0.0001,0.6190,0,0.9094,0.5000,0.5832,0.9329,0.6190,,,,
15,873da1a94ffffff,0.7670,50.0000,300.6000,0.2929,50.0000,278.5799,0.3132,0.0000,-22.0201,0.0203,-0.0004,0.5118,0,0.8657,0.5000,0.7472,0.7201,0.5118,,,,
16,873da1ab5ffffff,0.7614,50.0000,300.6000,0.2164,50.0000,298.6028,0.3285,0.0000,-1.9972,0.1121,0.0000,0.6393,0,0.9389,0.5000,0.5026,0.9733,0.6393,,,,
17,873da1ab2ffffff,0.7612,50.0000,300.6000,0.2615,50.0000,305.9530,0.2797,0.0000,5.3530,0.0182,-0.0001,0.5642,0,0.9658,0.5000,0.5569,0.8240,0.5642,,,,
18,873da1b90ffffff,0.7534,50.0000,300.6000,0.3163,50.0000,278.5492,0.3078,0.0000,-22.0508,-0.0085,-0.0004,0.4728,0,0.8656,0.5000,0.7526,0.6427,0.4728,,,,
19,873da18d8ffffff,0.7465,50.0000,300.6000,0.2759,50.0000,294.4078,0.3271,0.0000,-6.1922,0.0512,-0.0002,0.5402,0,0.9236,0.5000,0.5903,0.7764,0.5402,,,,
20,873da18dbffffff,0.7452,50.0000,300.6000,0.2518,50.0000,307.8849,0.2968,0.0000,7.2849,0.0450,0.0000,0.5803,0,0.9728,0.5000,0.4845,0.8561,0.5803,,,,
21,873da1174ffffff,0.7362,50.0000,300.6000,0.3140,50.0000,276.8720,0.3577,0.0000,-23.7280,0.0437,-0.0004,0.4767,0,0.8595,0.5000,0.7063,0.6503,0.4767,,,,
22,873da1169ffffff,0.7356,50.0000,300.6000,0.1460,50.0000,301.7184,0.1795,0.0000,1.1184,0.0335,0.0002,0.7567,0,0.9503,0.5000,0.3709,1.0000,0.7567,,,,
23,873da1ab0ffffff,0.7201,50.0000,300.6000,0.2802,50.0000,294.8448,0.3040,0.0000,-5.7552,0.0238,-0.0000,0.5330,0,0.9252,0.5000,0.5213,0.7622,0.5330,,,,
24,873da18daffffff,0.7160,50.0000,300.6000,0.2788,50.0000,297.5953,0.2912,0.0000,-3.0047,0.0124,0.0000,0.5353,0,0.9352,0.5000,0.4953,0.7668,0.5353,,,,
25,873da112dffffff,0.7156,50.0000,300.6000,0.2774,50.0000,305.4046,0.2957,0.0000,4.8046,0.0183,0.0001,0.5377,0,0.9638,0.5000,0.4589,0.7714,0.5377,,,,
26,873da1ab4ffffff,0.7153,50.0000,300.6000,0.2348,50.0000,311.7969,0.2896,0.0000,11.1969,0.0548,0.0003,0.6087,0,0.9871,0.5000,0.3507,0.9124,0.6087,,,,
27,873da1171ffffff,0.7120,50.0000,300.6000,0.4365,50.0000,264.5998,0.5405,0.0000,-36.0002,0.1040,-0.0007,0.2725,0,0.8147,0.5000,0.9204,0.2450,0.2725,,,,
28,873da1ab6ffffff,0.7071,50.0000,300.6000,0.2130,50.0000,301.7184,0.2226,0.0000,1.1184,0.0096,0.0003,0.6450,0,0.9503,0.5000,0.3279,0.9845,0.6450,,,,
29,873da1b96ffffff,0.7012,50.0000,300.6000,0.3766,50.0000,268.8510,0.3653,0.0000,-31.7490,-0.0113,-0.0004,0.3723,0,0.8302,0.5000,0.7584,0.4432,0.3723,,,,
30,873da116bffffff,0.6906,50.0000,300.6000,0.1878,50.0000,296.6512,0.2220,0.0000,-3.9488,0.0342,0.0004,0.6870,0,0.9318,0.5000,0.2833,1.0000,0.6870,,,,
31,873da1128ffffff,0.6881,50.0000,300.6000,0.2556,50.0000,307.8849,0.2868,0.0000,7.2849,0.0312,0.0003,0.5740,0,0.9728,0.5000,0.3288,0.8436,0.5740,,,,
32,873da1162ffffff,0.6750,50.0000,300.6000,0.3105,50.0000,297.5953,0.3549,0.0000,-3.0047,0.0444,0.0001,0.4825,0,0.9352,0.5000,0.4383,0.6619,0.4825,,,,
33,873da18d9ffffff,0.6748,50.0000,300.6000,0.2756,50.0000,301.7014,0.3523,0.0000,1.1014,0.0767,0.0003,0.5407,0,0.9502,0.5000,0.3543,0.7774,0.5407,,,,
34,873da1065ffffff,0.6714,50.0000,300.6000,0.3140,50.0000,268.8124,0.3686,0.0000,-31.7876,0.0546,-0.0001,0.4767,0,0.8301,0.5000,0.5548,0.6503,0.4767,,,,
35,873da1166ffffff,0.6681,50.0000,300.6000,0.2770,50.0000,298.6284,0.3390,0.0000,-1.9716,0.0620,0.0003,0.5383,0,0.9390,0.5000,0.3507,0.7727,0.5383,,,,
36,873da114bffffff,0.6632,50.0000,300.6000,0.3019,50.0000,280.3514,0.3613,0.0000,-20.2486,0.0594,0.0001,0.4968,0,0.8722,0.5000,0.4601,0.6904,0.4968,,,,
37,873da116dffffff,0.6625,50.0000,300.6000,0.2892,50.0000,297.5953,0.2858,0.0000,-3.0047,-0.0034,0.0003,0.5180,0,0.9352,0.5000,0.3622,0.7324,0.5180,,,,
38,873da1149ffffff,0.6480,50.0000,300.6000,0.2880,50.0000,297.5953,0.3099,0.0000,-3.0047,0.0219,0.0003,0.5200,0,0.9352,0.5000,0.3186,0.7364,0.5200,,,,
39,873da1160ffffff,0.6404,50.0000,300.6000,0.3166,50.0000,280.3697,0.3331,0.0000,-20.2303,0.0165,0.0001,0.4723,0,0.8723,0.5000,0.4227,0.6417,0.4723,,,,
40,873da1173ffffff,0.6242,50.0000,300.6000,0.4917,50.0000,262.6208,0.5884,0.0000,-37.9792,0.0967,-0.0005,0.1805,0,0.8074,0.5000,0.7823,0.0623,0.1805,,,,
41,873da1146ffffff,0.6237,50.0000,300.6000,0.4574,50.0000,265.7702,0.4535,0.0000,-34.8298,-0.0039,-0.0003,0.2377,0,0.8189,0.5000,0.7027,0.1758,0.2377,,,,
42,873da1164ffffff,0.6225,50.0000,300.6000,0.3213,50.0000,280.3697,0.3683,0.0000,-20.2303,0.0470,0.0002,0.4645,0,0.8723,0.5000,0.3806,0.6262,0.4645,,,,
43,873da1144ffffff,0.6177,50.0000,300.6000,0.4213,50.0000,265.1169,0.4594,0.0000,-35.4831,0.0381,-0.0002,0.2978,0,0.8166,0.5000,0.6199,0.2953,0.2978,,,,
44,873da1161ffffff,0.6127,50.0000,300.6000,0.3897,50.0000,268.8510,0.4134,0.0000,-31.7490,0.0237,-0.0000,0.3505,0,0.8302,0.5000,0.5304,0.3998,0.3505,,,,
45,873da1060ffffff,0.6098,50.0000,622.1000,0.2013,50.0000,440.5091,0.1988,0.0000,-181.5909,-0.0025,-0.0005,0.6645,0,0.2827,0.5000,0.8009,1.0000,0.6645,,,,
46,873da1165ffffff,0.6075,50.0000,300.6000,0.3605,50.0000,315.3228,0.3466,0.0000,14.7228,-0.0139,0.0004,0.3992,0,1.0000,0.5000,0.2662,0.4965,0.3992,,,,
47,873da1b92ffffff,0.5932,50.0000,300.6000,0.4223,50.0000,265.1169,0.4124,0.0000,-35.4831,-0.0099,-0.0001,0.2962,0,0.8166,0.5000,0.5518,0.2920,0.2962,,,,
48,873da1141ffffff,0.5874,50.0000,300.6000,0.3895,50.0000,266.9913,0.4248,0.0000,-33.6087,0.0353,0.0001,0.3508,0,0.8234,0.5000,0.4653,0.4005,0.3508,,,,
49,873da18cbffffff,0.5841,50.0000,300.6000,0.3116,50.0000,256.2468,0.3455,0.0000,-44.3532,0.0339,0.0003,0.4807,0,0.7841,0.5000,0.3531,0.6583,0.4807,,,,
50,873da1b93ffffff,0.5830,50.0000,300.6000,0.4205,50.0000,265.1169,0.3362,0.0000,-35.4831,-0.0843,-0.0000,0.2992,0,0.8166,0.5000,0.5195,0.2979,0.2992,,,,
51,873da18caffffff,0.5757,50.0000,300.6000,0.3277,50.0000,280.3697,0.3399,0.0000,-20.2303,0.0122,0.0004,0.4538,0,0.8723,0.5000,0.2590,0.6050,0.4538,,,,
52,873da1142ffffff,0.5735,50.0000,300.6000,0.4700,50.0000,262.6208,0.4536,0.0000,-37.9792,-0.0164,-0.0002,0.2167,0,0.8074,0.5000,0.5965,0.1341,0.2167,,,,
53,873da1150ffffff,0.5714,50.0000,622.1000,0.3591,50.0000,435.7057,0.3747,0.0000,-186.3943,0.0156,-0.0014,0.4015,0,0.2652,0.5000,1.0000,0.5011,0.4015,,,,
54,873da1029ffffff,0.5674,50.0000,622.1000,0.3361,50.0000,422.5420,0.3194,0.0000,-199.5580,-0.0167,-0.0009,0.4398,0,0.2171,0.5000,1.0000,0.5772,0.4398,,,,
55,873da18c9ffffff,0.5618,50.0000,300.6000,0.2712,50.0000,307.2753,0.3057,0.0000,6.6753,0.0345,0.0009,0.5480,0,0.9706,0.5000,0.0000,0.7919,0.5480,,,,
56,873da116effffff,0.5604,50.0000,300.6000,0.3517,50.0000,307.0406,0.3781,0.0000,6.4406,0.0264,0.0006,0.4138,0,0.9697,0.5000,0.1494,0.5256,0.4138,,,,
57,873da1140ffffff,0.5586,50.0000,300.6000,0.4030,50.0000,268.8510,0.4350,0.0000,-31.7490,0.0320,0.0002,0.3283,0,0.8302,0.5000,0.4009,0.3558,0.3283,,,,
58,873da1075ffffff,0.5531,50.0000,622.1000,0.3577,50.0000,422.5420,0.2633,0.0000,-199.5580,-0.0944,-0.0012,0.4038,0,0.2171,0.5000,1.0000,0.5057,0.4038,,,,
59,873da18c8ffffff,0.5408,50.0000,300.6000,0.3697,50.0000,280.5677,0.4229,0.0000,-20.0323,0.0532,0.0005,0.3838,0,0.8730,0.5000,0.2379,0.4660,0.3838,,,,
60,873da102affffff,0.5145,50.0000,622.1000,0.2875,50.0000,425.0932,0.3450,0.0000,-197.0068,0.0575,-0.0004,0.5208,0,0.2264,0.5000,0.7462,0.7380,0.5208,,,,
61,873da114cffffff,0.5126,50.0000,300.6000,0.3571,50.0000,312.5308,0.3605,0.0000,11.9308,0.0034,0.0009,0.4048,0,0.9898,0.5000,0.0000,0.5077,0.4048,,,,
62,873da1064ffffff,0.5082,50.0000,622.1000,0.2933,50.0000,422.5420,0.2961,0.0000,-199.5580,0.0028,-0.0004,0.5112,0,0.2171,0.5000,0.7498,0.7188,0.5112,,,,
63,873da1168ffffff,0.5064,50.0000,300.6000,0.3362,50.0000,298.8272,0.3600,0.0000,-1.7728,0.0238,0.0010,0.4397,0,0.9397,0.5000,0.0000,0.5769,0.4397,,,,
64,873da112bffffff,0.5036,50.0000,300.6000,0.3310,50.0000,294.5721,0.4581,0.0000,-6.0279,0.1271,0.0009,0.4483,0,0.9242,0.5000,0.0000,0.5941,0.4483,,,,
65,873da116affffff,0.5009,50.0000,300.6000,0.3806,50.0000,283.2627,0.4534,0.0000,-17.3373,0.0728,0.0007,0.3657,0,0.8829,0.5000,0.1335,0.4300,0.3657,,,,
66,873da1066ffffff,0.4944,50.0000,622.1000,0.4304,50.0000,415.3597,0.3325,0.0000,-206.7403,-0.0979,-0.0012,0.2827,0,0.1908,0.5000,1.0000,0.2652,0.2827,,,,
67,873da1020ffffff,0.4925,50.0000,622.1000,0.4332,50.0000,415.3597,0.4462,0.0000,-206.7403,0.0130,-0.0009,0.2780,0,0.1908,0.5000,1.0000,0.2559,0.2780,,,,
68,873da102dffffff,0.4920,50.0000,622.1000,0.4285,50.0000,440.3256,0.4259,0.0000,-181.7744,-0.0026,-0.0007,0.2858,0,0.2820,0.5000,0.8854,0.2715,0.2858,,,,
69,873da1170ffffff,0.4901,50.0000,300.6000,0.4302,50.0000,265.2472,0.5813,0.0000,-35.3528,0.1511,0.0004,0.2830,0,0.8170,0.5000,0.2719,0.2658,0.2830,,,,
70,873da112affffff,0.4843,50.0000,622.1000,0.2539,50.0000,431.2441,0.2710,0.0000,-190.8559,0.0171,-0.0001,0.5768,0,0.2489,0.5000,0.5705,0.8492,0.5768,,,,
71,873da1129ffffff,0.4826,50.0000,300.6000,0.3430,50.0000,279.0714,0.4067,0.0000,-21.5286,0.0637,0.0008,0.4283,0,0.8675,0.5000,0.0275,0.5544,0.4283,,,,
72,873da102bffffff,0.4641,50.0000,622.1000,0.3281,50.0000,427.6792,0.4274,0.0000,-194.4208,0.0993,-0.0003,0.4532,0,0.2358,0.5000,0.6683,0.6037,0.4532,,,,
73,873da1076ffffff,0.4499,50.0000,622.1000,0.3224,50.0000,422.5420,0.3765,0.0000,-199.5580,0.0541,-0.0002,0.4627,0,0.2171,0.5000,0.6384,0.6225,0.4627,,,,
74,873da1154ffffff,0.4291,50.0000,622.1000,0.4452,50.0000,408.2440,0.4955,0.0000,-213.8560,0.0503,-0.0006,0.2580,0,0.1648,0.5000,0.8714,0.2162,0.2580,,,,
75,873da110affffff,0.4289,50.0000,622.1000,0.2669,50.0000,416.5781,0.3535,0.0000,-205.5219,0.0866,0.0000,0.5552,0,0.1953,0.5000,0.4982,0.8062,0.5552,,,,
76,873da1143ffffff,0.4288,50.0000,300.6000,0.4435,50.0000,265.1169,0.4785,0.0000,-35.4831,0.0350,0.0007,0.2608,0,0.8166,0.5000,0.1223,0.2218,0.2608,,,,
77,873da1025ffffff,0.4208,50.0000,622.1000,0.5163,50.0000,409.6442,0.5552,0.0000,-212.4558,0.0389,-0.0008,0.1395,0,0.1699,0.5000,0.9681,0.0000,0.1395,,,,
78,873da102effffff,0.4174,50.0000,622.1000,0.4139,50.0000,414.7848,0.4495,0.0000,-207.3152,0.0356,-0.0004,0.3102,0,0.1887,0.5000,0.7513,0.3198,0.3102,,,,
79,873da111dffffff,0.4132,50.0000,622.1000,0.3440,50.0000,422.5420,0.4164,0.0000,-199.5580,0.0724,-0.0001,0.4267,0,0.2171,0.5000,0.5743,0.5511,0.4267,,,,
80,873da1109ffffff,0.4120,50.0000,622.1000,0.4360,50.0000,436.5402,0.5070,0.0000,-185.5598,0.0710,-0.0003,0.2733,0,0.2682,0.5000,0.6869,0.2466,0.2733,,,,
81,873da116cffffff,0.4104,50.0000,300.6000,0.5234,50.0000,258.1562,0.4569,0.0000,-42.4438,-0.0665,0.0005,0.1277,0,0.7911,0.5000,0.2319,0.0000,0.1277,,,,
82,873da115affffff,0.4094,50.0000,622.1000,0.3680,50.0000,422.5420,0.3977,0.0000,-199.5580,0.0297,-0.0002,0.3867,0,0.2171,0.5000,0.6091,0.4716,0.3867,,,,
83,873da114affffff,0.3995,50.0000,300.6000,0.3945,50.0000,252.1733,0.3848,0.0000,-48.4267,-0.0097,0.0011,0.3425,0,0.7693,0.5000,0.0000,0.3840,0.3425,,,,
84,873da1028ffffff,0.3974,50.0000,622.1000,0.4047,50.0000,415.3597,0.4563,0.0000,-206.7403,0.0516,-0.0003,0.3255,0,0.1908,0.5000,0.6743,0.3502,0.3255,,,,
85,873da1176ffffff,0.3877,50.0000,300.6000,0.4559,50.0000,262.0584,0.5586,0.0000,-38.5416,0.1027,0.0008,0.2402,0,0.8054,0.5000,0.0410,0.1808,0.2402,,,,
86,873da1156ffffff,0.3836,50.0000,622.1000,0.4444,50.0000,404.9145,0.4383,0.0000,-217.1855,-0.0061,-0.0004,0.2593,0,0.1526,0.5000,0.7536,0.2188,0.2593,,,,
87,873da1023ffffff,0.3752,50.0000,622.1000,0.4262,50.0000,415.3597,0.5058,0.0000,-206.7403,0.0796,-0.0003,0.2897,0,0.1908,0.5000,0.6517,0.2791,0.2897,,,,
88,873da115effffff,0.3677,50.0000,622.1000,0.3071,50.0000,426.7715,0.3642,0.0000,-195.3285,0.0571,0.0003,0.4882,0,0.2325,0.5000,0.3569,0.6732,0.4882,,,,
89,873da1153ffffff,0.3604,50.0000,622.1000,0.3724,50.0000,422.5420,0.3991,0.0000,-199.5580,0.0267,0.0000,0.3793,0,0.2171,0.5000,0.4773,0.4571,0.3793,,,,
90,873da110effffff,0.3602,50.0000,622.1000,0.2590,50.0000,475.8956,0.3259,0.0000,-146.2044,0.0669,0.0008,0.5683,0,0.4120,0.5000,0.0393,0.8323,0.5683,,,,
91,873da1118ffffff,0.3566,50.0000,622.1000,0.4126,50.0000,415.3597,0.4929,0.0000,-206.7403,0.0803,-0.0001,0.3123,0,0.1908,0.5000,0.5726,0.3241,0.3123,,,,
92,873da114effffff,0.3555,50.0000,300.6000,0.4858,50.0000,262.9355,0.5042,0.0000,-37.6645,0.0184,0.0009,0.1903,0,0.8086,0.5000,0.0020,0.0819,0.1903,,,,
93,873da1151ffffff,0.3549,50.0000,622.1000,0.3751,50.0000,424.1320,0.3907,0.0000,-197.9680,0.0156,0.0001,0.3748,0,0.2229,0.5000,0.4600,0.4482,0.3748,,,,
94,873da1172ffffff,0.3500,50.0000,622.1000,0.5206,50.0000,415.3597,0.6362,0.0000,-206.7403,0.1156,-0.0004,0.1323,0,0.1908,0.5000,0.7440,0.0000,0.1323,,,,
95,873da1024ffffff,0.3476,50.0000,622.1000,0.4600,50.0000,415.3597,0.4904,0.0000,-206.7403,0.0304,-0.0002,0.2333,0,0.1908,0.5000,0.6367,0.1672,0.2333,,,,
96,873da1152ffffff,0.3310,50.0000,622.1000,0.5329,50.0000,415.3597,0.5157,0.0000,-206.7403,-0.0172,-0.0003,0.1118,0,0.1908,0.5000,0.6958,0.0000,0.1118,,,,
97,873da1070ffffff,0.3042,50.0000,622.1000,0.3731,50.0000,424.1320,0.3532,0.0000,-197.9680,-0.0199,0.0003,0.3782,0,0.2229,0.5000,0.3114,0.4548,0.3782,,,,
98,873da102cffffff,0.3001,50.0000,622.1000,0.4151,50.0000,441.3751,0.4548,0.0000,-180.7249,0.0397,0.0003,0.3082,0,0.2859,0.5000,0.3074,0.3158,0.3082,,,,
99,873da1155ffffff,0.2884,50.0000,622.1000,0.4722,50.0000,429.8097,0.5195,0.0000,-192.2903,0.0473,0.0001,0.2130,0,0.2436,0.5000,0.4304,0.1269,0.2130,,,,
100,873da115bffffff,0.2775,50.0000,622.1000,0.3730,50.0000,437.4431,0.3573,0.0000,-184.6569,-0.0157,0.0006,0.3783,0,0.2715,0.5000,0.1795,0.4551,0.3783,,,,
101,873da115cffffff,0.2768,50.0000,622.1000,0.4219,50.0000,427.2251,0.4396,0.0000,-194.8749,0.0177,0.0003,0.2968,0,0.2342,0.5000,0.3127,0.2933,0.2968,,,,
102,873da1074ffffff,0.2714,50.0000,622.1000,0.3706,50.0000,422.5420,0.3808,0.0000,-199.5580,0.0102,0.0005,0.3823,0,0.2171,0.5000,0.2196,0.4630,0.3823,,,,
103,873da1108ffffff,0.2711,50.0000,622.1000,0.3067,50.0000,422.5420,0.4145,0.0000,-199.5580,0.1078,0.0007,0.4888,0,0.2171,0.5000,0.0977,0.6745,0.4888,,,,
104,873da1026ffffff,0.2559,50.0000,622.1000,0.5067,50.0000,415.3597,0.6080,0.0000,-206.7403,0.1013,0.0001,0.1555,0,0.1908,0.5000,0.4631,0.0127,0.1555,,,,
105,873da110cffffff,0.2503,50.0000,622.1000,0.3955,50.0000,415.3597,0.4636,0.0000,-206.7403,0.0681,0.0005,0.3408,0,0.1908,0.5000,0.2365,0.3806,0.3408,,,,
106,873da1119ffffff,0.2483,50.0000,622.1000,0.4959,50.0000,415.3597,0.5738,0.0000,-206.7403,0.0779,0.0001,0.1735,0,0.1908,0.5000,0.4209,0.0484,0.1735,,,,
107,873da1158ffffff,0.2238,50.0000,622.1000,0.3871,50.0000,415.0043,0.4096,0.0000,-207.0957,0.0225,0.0006,0.3548,0,0.1895,0.5000,0.1465,0.4084,0.3548,,,,
108,873da115dffffff,0.2129,50.0000,622.1000,0.4667,50.0000,478.7064,0.4525,0.0000,-143.3936,-0.0142,0.0013,0.2222,0,0.4223,0.5000,0.0000,0.1451,0.2222,,,,
109,873da110bffffff,0.2087,50.0000,622.1000,0.4470,50.0000,415.3597,0.5986,0.0000,-206.7403,0.1516,0.0005,0.2550,0,0.1908,0.5000,0.2152,0.2102,0.2550,,,,
110,873da1021ffffff,0.2063,50.0000,622.1000,0.5415,50.0000,415.3597,0.5798,0.0000,-206.7403,0.0383,0.0003,0.0975,0,0.1908,0.5000,0.3434,0.0000,0.0975,,,,
111,873da111bffffff,0.2062,50.0000,622.1000,0.4227,50.0000,415.3597,0.5821,0.0000,-206.7403,0.1594,0.0006,0.2955,0,0.1908,0.5000,0.1621,0.2906,0.2955,,,,
112,873da110dffffff,0.1819,50.0000,622.1000,0.4834,50.0000,415.3597,0.5743,0.0000,-206.7403,0.0909,0.0005,0.1943,0,0.1908,0.5000,0.2077,0.0898,0.1943,,,,
113,873da1159ffffff,0.0900,50.0000,622.1000,0.5180,50.0000,415.3597,0.4607,0.0000,-206.7403,-0.0573,0.0013,0.1367,0,0.1908,0.5000,0.0000,0.0000,0.1367,,,,
114,873da1044ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
115,873da1046ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
116,873da1055ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
117,873da1062ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
118,873da1063ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
119,873da1071ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
120,873da1072ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
121,873da1073ffffff,,50.0000,622.1000,,50.0000,363.1373,,0.0000,-258.9627,,0.0000,,0,0.0000,0.5000,0.5051,,,,,,
122,873da18c1ffffff,,50.0000,300.6000,,50.0000,315.9431,,0.0000,15.3431,,0.0000,,0,1.0000,0.5000,0.5051,,,,,,
123,873da18c3ffffff,,50.0000,300.6000,,50.0000,315.9431,,0.0000,15.3431,,0.0000,,0,1.0000,0.5000,0.5051,,,,,,
124,873da18ceffffff,,50.0000,300.6000,,50.0000,315.9431,,0.0000,15.3431,,0.0000,,0,1.0000,0.5000,0.5051,,,,,,
125,873da18dcffffff,,50.0000,300.6000,,50.0000,315.9431,,0.0000,15.3431,,0.0000,,0,1.0000,0.5000,0.5051,,,,,,
126,873da18ddffffff,,50.0000,300.6000,,50.0000,315.9431,,0.0000,15.3431,,0.0000,,0,1.0000,0.5000,0.5051,,,,,,
127,873da18deffffff,,50.0000,300.6000,,50.0000,315.9431,,0.0000,15.3431,,0.0000,,0,1.0000,0.5000,0.5051,,,,,,
