rank,zone,score,traffic_latest,aqi_latest,ndvi_latest,traffic_pred,aqi_pred,ndvi_pred,traffic_pred_delta,aqi_pred_delta,ndvi_pred_delta,ndvi_slope,plantable_space,n_sites,c_aqi_worsening,c_traffic_worsening,c_ndvi_decline,c_low_green_cover,c_plantable_space,species,soil_ph,soil_texture,soil_moisture
37,8742cc6b3ffffff,0.6554,50.0000,80.9000,0.2778,51.1239,93.1701,0.2126,1.1239,12.2701,-0.0652,-0.0006,0.5370,0,0.7978,0.6696,0.6136,0.4521,0.5370,,7.4000,clay loam,
38,8742cea5cffffff,0.6506,50.0000,78.3000,0.2801,50.7452,88.2243,0.3020,0.7452,9.9243,0.0219,-0.0009,0.5332,0,0.6535,0.4560,0.7710,0.4401,0.5332,,7.2500,clay loam,
39,8742cc69cffffff,0.6479,50.0000,80.9000,0.2391,50.2440,93.0637,0.1653,0.2440,12.1637,-0.0738,-0.0003,0.6015,0,0.7913,0.1734,0.4949,0.6532,0.6015,,,,
40,8742cc6b2ffffff,0.6367,50.0000,76.8000,0.2487,50.7626,88.3613,0.2019,0.7626,11.5613,-0.0468,-0.0004,0.5855,0,0.7542,0.4658,0.5315,0.6033,0.5855,,,,
41,8742cea6bffffff,0.6351,50.0000,80.9000,0.2555,50.7626,92.9672,0.2029,0.7626,12.0672,-0.0526,-0.0003,0.5742,0,0.7854,0.4658,0.5096,0.5680,0.5742,,7.3000,clay loam,
42,8742cc69affffff,0.6310,50.0000,80.9000,0.2709,50.7626,92.9672,0.1812,0.7626,12.0672,-0.0897,-0.0004,0.5485,0,0.7854,0.4658,0.5395,0.4879,0.5485,,7.4500,clay loam,
43,8742cea42ffffff,0.6307,50.0000,78.3000,0.2244,50.2440,90.2341,0.1807,0.2440,11.9341,-0.0437,-0.0001,0.6260,0,0.7772,0.1734,0.4223,0.7296,0.6260,,7.3000,clay loam,
44,8742cea60ffffff,0.6259,50.0000,76.8000,0.1792,52.6018,87.6529,0.0932,2.6018,10.8529,-0.0860,0.0000,0.7013,0,0.7106,1.0000,0.3624,0.9645,0.7013,,,,
45,8742ceb55ffffff,0.6208,50.0000,76.8000,0.2556,50.7626,88.3613,0.2259,0.7626,11.5613,-0.0297,-0.0003,0.5740,0,0.7542,0.4658,0.5044,0.5675,0.5740,,7.4000,clay loam,
46,8742cea64ffffff,0.6163,50.0000,76.8000,0.1985,50.2440,88.4577,0.1248,0.2440,11.6577,-0.0737,0.0001,0.6692,0,0.7602,0.1734,0.3306,0.8642,0.6692,,,,
47,8742cea40ffffff,0.6157,50.0000,78.3000,0.2085,50.2440,90.2341,0.1602,0.2440,11.9341,-0.0483,0.0001,0.6525,0,0.7772,0.1734,0.3365,0.8122,0.6525,,7.3000,clay loam,
48,8742ceb58ffffff,0.6154,50.0000,76.8000,0.2097,50.2440,88.4577,0.1455,0.2440,11.6577,-0.0642,0.0000,0.6505,0,0.7602,0.1734,0.3582,0.8060,0.6505,,,,
49,8742cea5effffff,0.6140,50.0000,78.3000,0.3108,50.2189,84.6607,0.3156,0.2189,6.3607,0.0048,-0.0017,0.4820,0,0.4343,0.1592,1.0000,0.2806,0.4820,,7.3000,clay loam,
50,8742ceb5bffffff,0.6012,50.0000,74.7000,0.1976,50.2440,84.7637,0.1287,0.2440,10.0637,-0.0689,-0.0001,0.6707,0,0.6621,0.1734,0.3970,0.8689,0.6707,,7.4000,clay loam,
51,8742cc6b0ffffff,0.5956,50.0000,76.8000,0.2423,50.7626,88.3613,0.1700,0.7626,11.5613,-0.0723,-0.0001,0.5962,0,0.7542,0.4658,0.3966,0.6366,0.5962,,7.4000,clay loam,
52,8742cea66ffffff,0.5915,50.0000,76.8000,0.2130,50.2440,88.4577,0.1439,0.2440,11.6577,-0.0691,0.0002,0.6450,0,0.7602,0.1734,0.2990,0.7888,0.6450,,,,
53,8742cc6aaffffff,0.5909,50.0000,80.9000,0.3039,49.9757,88.4613,0.3325,-0.0243,7.5613,0.0286,-0.0011,0.4935,0,0.5082,0.0221,0.8308,0.3164,0.4935,,7.5000,clay loam,
54,8742cea75ffffff,0.5865,50.0000,74.7000,0.1912,50.2440,84.7637,0.1321,0.2440,10.0637,-0.0591,0.0001,0.6813,0,0.6621,0.1734,0.3379,0.9021,0.6813,,7.3000,clay loam,
55,8742cea73ffffff,0.5865,50.0000,74.7000,0.2031,50.2440,84.7637,0.1753,0.2440,10.0637,-0.0278,-0.0000,0.6615,0,0.6621,0.1734,0.3698,0.8403,0.6615,,7.3000,clay loam,
56,8742ceb59ffffff,0.5856,50.0000,76.8000,0.2353,50.7626,88.3613,0.1480,0.7626,11.5613,-0.0873,0.0000,0.6078,0,0.7542,0.4658,0.3491,0.6730,0.6078,,,,
57,8742cea70ffffff,0.5848,50.0000,74.7000,0.2242,50.7626,84.6672,0.1953,0.7626,9.9672,-0.0289,-0.0001,0.6263,0,0.6562,0.4658,0.4289,0.7306,0.6263,,7.2000,clay loam,
58,8742ceb5dffffff,0.5833,50.0000,76.8000,0.2664,50.7626,88.3613,0.1599,0.7626,11.5613,-0.1065,-0.0001,0.5560,0,0.7542,0.4658,0.4265,0.5113,0.5560,,,,
59,8742ceb41ffffff,0.5738,50.0000,76.8000,0.2545,50.7626,88.3613,0.1923,0.7626,11.5613,-0.0622,0.0000,0.5758,0,0.7542,0.4658,0.3671,0.5732,0.5758,,7.5000,clay loam,
60,8742ceb69ffffff,0.5708,50.0000,76.8000,0.2738,50.7452,86.4479,0.2227,0.7452,9.6479,-0.0511,-0.0004,0.5437,0,0.6365,0.4560,0.5453,0.4729,0.5437,,7.4000,clay loam,
61,8742ceb53ffffff,0.5643,50.0000,74.7000,0.2714,51.2032,80.7467,0.2512,1.2032,6.0467,-0.0202,-0.0010,0.5477,0,0.4150,0.7143,0.7736,0.4853,0.5477,,7.3000,clay loam,
62,8742cea51ffffff,0.5638,50.0000,78.3000,0.2941,49.8745,84.8270,0.2856,-0.1255,6.5270,-0.0085,-0.0010,0.5098,0,0.4445,0.0000,0.7997,0.3674,0.5098,,7.3000,clay loam,
63,8742cea4cffffff,0.5636,50.0000,78.3000,0.2915,49.0356,83.0800,0.1902,-0.9644,4.7800,-0.1013,-0.0013,0.5142,0,0.3371,0.0000,0.9149,0.3809,0.5142,,7.3000,clay loam,
64,8742cc69dffffff,0.5618,50.0000,80.9000,0.2995,50.5640,84.7026,0.2011,0.5640,3.8026,-0.0984,-0.0015,0.5008,0,0.2769,0.3539,1.0000,0.3393,0.5008,,7.3500,clay loam,
65,8742cc682ffffff,0.5564,50.0000,80.9000,0.3088,49.4724,84.8418,0.1516,-0.5276,3.9418,-0.1572,-0.0028,0.4853,0,0.2855,0.0000,1.0000,0.2910,0.4853,,7.3000,clay loam,
66,8742ceb5cffffff,0.5506,50.0000,76.8000,0.2675,50.7626,88.3613,0.1738,0.7626,11.5613,-0.0937,0.0001,0.5542,0,0.7542,0.4658,0.3360,0.5056,0.5542,,7.4000,clay loam,
67,8742ceb4affffff,0.5464,50.0000,76.8000,0.2529,50.7626,88.3613,0.1500,0.7626,11.5613,-0.1029,0.0002,0.5785,0,0.7542,0.4658,0.2848,0.5815,0.5785,,7.3000,clay loam,
68,8742ceb73ffffff,0.5439,50.0000,76.8000,0.2683,50.7626,88.3613,0.2746,0.7626,11.5613,0.0063,0.0001,0.5528,0,0.7542,0.4658,0.3192,0.5015,0.5528,,7.2000,clay loam,
69,8742ceb6bffffff,0.5432,50.0000,76.8000,0.2327,50.4820,84.4140,0.1654,0.4820,7.6140,-0.0673,-0.0003,0.6122,0,0.5114,0.3076,0.4985,0.6865,0.6122,,7.4000,clay loam,
70,8742ceb54ffffff,0.5414,50.0000,76.8000,0.2765,50.6412,82.8924,0.2312,0.6412,6.0924,-0.0453,-0.0008,0.5392,0,0.4178,0.3973,0.7186,0.4588,0.5392,,7.3000,clay loam,
71,8742cc6a2ffffff,0.5380,50.0000,80.9000,0.3550,49.9366,85.8708,0.2316,-0.0634,4.9708,-0.1234,-0.0016,0.4083,0,0.3488,0.0000,1.0000,0.0509,0.4083,,7.4500,clay loam,
72,8742cc680ffffff,0.5347,50.0000,80.9000,0.3084,49.5354,83.9435,0.1550,-0.4646,3.0435,-0.1534,-0.0019,0.4860,0,0.2302,0.0000,1.0000,0.2931,0.4860,,7.4000,clay loam,
73,8742ceb4bffffff,0.5323,50.0000,76.8000,0.2284,50.7626,88.3613,0.1560,0.7626,11.5613,-0.0724,0.0004,0.6193,0,0.7542,0.4658,0.1781,0.7088,0.6193,,,,
74,8742cea46ffffff,0.5292,50.0000,78.3000,0.1761,51.1980,86.0545,0.1231,1.1980,7.7545,-0.0530,0.0002,0.7065,0,0.5200,0.7114,0.2956,0.9806,0.7065,,,,
75,8742cea29ffffff,0.5232,50.0000,74.7000,0.3561,51.7098,79.1118,0.2132,1.7098,4.4118,-0.1429,-0.0017,0.4065,0,0.3144,1.0000,1.0000,0.0452,0.4065,,7.5000,clay loam,
76,8742ceb6dffffff,0.5215,50.0000,76.8000,0.3297,50.0953,83.5166,0.3718,0.0953,6.7166,0.0421,-0.0009,0.4505,0,0.4562,0.0895,0.7618,0.1824,0.4505,,7.4000,clay loam,
77,8742cc684ffffff,0.5184,50.0000,80.9000,0.3698,49.9366,85.8708,0.2431,-0.0634,4.9708,-0.1267,-0.0014,0.3837,0,0.3488,0.0000,0.9730,0.0000,0.3837,,7.4000,clay loam,
78,8742cc681ffffff,0.5172,50.0000,80.9000,0.3409,49.9366,85.8708,0.2532,-0.0634,4.9708,-0.0877,-0.0013,0.4318,0,0.3488,0.0000,0.9024,0.1242,0.4318,,7.4000,clay loam,
79,8742cc79effffff,0.5148,50.0000,76.8000,0.3360,51.7098,82.8058,0.3722,1.7098,6.0058,0.0362,-0.0010,0.4400,0,0.4125,1.0000,0.8095,0.1496,0.4400,,7.4000,clay loam,
80,8742cc685ffffff,0.5065,50.0000,80.9000,0.3472,49.9366,85.8708,0.2633,-0.0634,4.9708,-0.0839,-0.0012,0.4213,0,0.3488,0.0000,0.8890,0.0914,0.4213,,7.3000,clay loam,
81,8742cea74ffffff,0.5043,50.0000,74.7000,0.3221,51.7620,80.0294,0.2192,1.7620,5.3294,-0.1029,-0.0010,0.4632,0,0.3709,1.0000,0.7896,0.2219,0.4632,,7.5000,clay loam,
82,8742cc68effffff,0.5022,50.0000,80.9000,0.3504,49.9366,85.8708,0.2288,-0.0634,4.9708,-0.1216,-0.0012,0.4160,0,0.3488,0.0000,0.8855,0.0748,0.4160,,7.4000,clay loam,
83,8742cea43ffffff,0.5002,50.0000,78.3000,0.2898,51.6462,86.4121,0.2120,1.6462,8.1121,-0.0778,-0.0003,0.5170,0,0.5420,0.9641,0.4949,0.3897,0.5170,,7.3000,clay loam,
84,8742ceb43ffffff,0.4968,50.0000,76.8000,0.2631,50.5698,84.4087,0.1867,0.5698,7.6087,-0.0764,-0.0002,0.5615,0,0.5111,0.3571,0.4485,0.5285,0.5615,,,,
85,8742ceb68ffffff,0.4903,50.0000,76.8000,0.3132,50.2189,82.8843,0.2787,0.2189,6.0843,-0.0345,-0.0007,0.4780,0,0.4173,0.1592,0.6725,0.2681,0.4780,,7.3000,clay loam,
86,8742cc6b1ffffff,0.4791,50.0000,80.9000,0.2961,51.2442,88.9404,0.2395,1.2442,8.0404,-0.0566,-0.0002,0.5065,0,0.5376,0.7374,0.4568,0.3570,0.5065,,7.4000,clay loam,
87,8742cea76ffffff,0.4694,50.0000,74.7000,0.2657,50.5037,79.6154,0.2321,0.5037,4.9154,-0.0336,-0.0005,0.5572,0,0.3454,0.3198,0.5666,0.5150,0.5572,,7.4000,clay loam,
88,8742cc6a3ffffff,0.4677,50.0000,80.9000,0.3251,51.1110,83.2499,0.2426,1.1110,2.3499,-0.0825,-0.0013,0.4582,0,0.1876,0.6623,0.9027,0.2063,0.4582,,7.5000,clay loam,
89,8742cc79affffff,0.4598,50.0000,76.8000,0.2969,51.6462,84.6357,0.2748,1.6462,7.8357,-0.0221,-0.0001,0.5052,0,0.5250,0.9641,0.4183,0.3528,0.5052,,7.5000,clay loam,
90,8742ceb6cffffff,0.4540,50.0000,76.8000,0.2927,51.6462,84.6357,0.3292,1.6462,7.8357,0.0365,-0.0001,0.5122,0,0.5250,0.9641,0.3902,0.3746,0.5122,,7.4000,clay loam,
91,8742cea04ffffff,0.4532,50.0000,74.7000,0.2270,50.7626,84.6672,0.2353,0.7626,9.9672,0.0083,0.0007,0.6217,0,0.6562,0.4658,0.0604,0.7161,0.6217,,7.3000,clay loam,
92,8742cc694ffffff,0.4504,50.0000,80.9000,0.3238,49.5354,83.9435,0.2307,-0.4646,3.0435,-0.0931,-0.0010,0.4603,0,0.2302,0.0000,0.8009,0.2130,0.4603,,7.3000,clay loam,
93,8742cc68cffffff,0.4501,50.0000,80.9000,0.3320,49.9366,85.8708,0.2931,-0.0634,4.9708,-0.0389,-0.0008,0.4467,0,0.3488,0.0000,0.6867,0.1704,0.4467,,7.5000,clay loam,
94,8742ceb45ffffff,0.4402,50.0000,76.8000,0.3242,50.0953,83.5166,0.3138,0.0953,6.7166,-0.0104,-0.0003,0.4597,0,0.4562,0.0895,0.5145,0.2109,0.4597,,7.5000,clay loam,
95,8742ceb6affffff,0.4278,50.0000,76.8000,0.2811,51.2032,84.4407,0.2663,1.2032,7.6407,-0.0148,0.0002,0.5315,0,0.5130,0.7143,0.2977,0.4349,0.5315,,7.3000,clay loam,
96,8742cc696ffffff,0.4271,50.0000,80.9000,0.2943,51.2442,88.9404,0.2016,1.2442,8.0404,-0.0927,0.0002,0.5095,0,0.5376,0.7374,0.3032,0.3663,0.5095,,7.2000,clay loam,
97,8742cea4effffff,0.4256,50.0000,78.3000,0.3202,49.5354,81.1140,0.2279,-0.4646,2.8140,-0.0923,-0.0009,0.4663,0,0.2161,0.0000,0.7364,0.2317,0.4663,,7.4000,clay loam,
98,8742cc793ffffff,0.4217,50.0000,76.8000,0.3535,51.7098,82.8058,0.4322,1.7098,6.0058,0.0787,-0.0005,0.4108,0,0.4125,1.0000,0.5908,0.0587,0.4108,,7.3500,clay loam,
99,8742cea2bffffff,0.4205,50.0000,74.7000,0.3950,50.0778,75.4792,0.2781,0.0778,0.7792,-0.1169,-0.0015,0.3417,0,0.0909,0.0796,1.0000,0.0000,0.3417,,7.3000,clay loam,
100,8742ceb51ffffff,0.4181,50.0000,76.8000,0.3631,49.9576,83.7558,0.2615,-0.0424,6.9558,-0.1016,-0.0004,0.3948,0,0.4709,0.0119,0.5399,0.0088,0.3948,,7.3000,clay loam,
101,8742cea06ffffff,0.4153,50.0000,74.7000,0.2447,50.7626,84.6672,0.2473,0.7626,9.9672,0.0026,0.0014,0.5922,0,0.6562,0.4658,0.0000,0.6241,0.5922,,7.5000,clay loam,
102,8742ceb40ffffff,0.4111,50.0000,76.8000,0.3098,50.2189,82.8843,0.2491,0.2189,6.0843,-0.0607,-0.0002,0.4837,0,0.4173,0.1592,0.4371,0.2858,0.4837,,7.4000,clay loam,
103,8742cea05ffffff,0.4077,50.0000,74.7000,0.2527,50.7626,84.6672,0.3101,0.7626,9.9672,0.0574,0.0013,0.5788,0,0.6562,0.4658,0.0000,0.5825,0.5788,,7.4000,clay loam,
104,8742cea2effffff,0.3968,50.0000,74.7000,0.2790,51.2032,80.7467,0.2876,1.2032,6.0467,0.0086,0.0001,0.5350,0,0.4150,0.7143,0.3154,0.4458,0.5350,,7.3000,clay loam,
105,8742ceb52ffffff,0.3942,50.0000,74.7000,0.3060,50.2189,79.1902,0.2835,0.2189,4.4902,-0.0225,-0.0003,0.4900,0,0.3192,0.1592,0.4904,0.3055,0.4900,,7.2500,clay loam,
106,8742cea2cffffff,0.3841,50.0000,74.7000,0.2851,51.6462,80.9416,0.2963,1.6462,6.2416,0.0112,0.0002,0.5248,0,0.4270,0.9641,0.2819,0.4141,0.5248,,7.2500,clay loam,
107,8742ceb46ffffff,0.3832,50.0000,76.8000,0.2976,50.5572,80.6591,0.2521,0.5572,3.8591,-0.0455,-0.0003,0.5040,0,0.2804,0.3500,0.4807,0.3492,0.5040,,7.3000,clay loam,
108,8742ceb6effffff,0.3739,50.0000,76.8000,0.3336,51.7098,82.8058,0.3515,1.7098,6.0058,0.0179,-0.0001,0.4440,0,0.4125,1.0000,0.4006,0.1621,0.4440,,7.3500,clay loam,
109,8742cea54ffffff,0.3632,50.0000,74.7000,0.2706,51.2032,80.7467,0.2622,1.2032,6.0467,-0.0084,0.0004,0.5490,0,0.4150,0.7143,0.1967,0.4895,0.5490,,7.4000,clay loam,
110,8742cea00ffffff,0.3551,50.0000,74.7000,0.2739,51.2032,80.7467,0.2961,1.2032,6.0467,0.0222,0.0004,0.5435,0,0.4150,0.7143,0.1825,0.4724,0.5435,,7.3000,clay loam,
111,8742ceb71ffffff,0.3511,50.0000,76.8000,0.3418,51.7098,82.8058,0.3448,1.7098,6.0058,0.0030,0.0000,0.4303,0,0.4125,1.0000,0.3577,0.1195,0.4303,,7.5000,clay loam,
112,8742ceb50ffffff,0.3507,50.0000,76.8000,0.3284,51.7098,82.8058,0.3063,1.7098,6.0058,-0.0221,0.0001,0.4527,0,0.4125,1.0000,0.3203,0.1891,0.4527,,7.3000,clay loam,
113,8742cea09ffffff,0.3476,50.0000,74.7000,0.2914,51.8296,81.6192,0.2799,1.8296,6.9192,-0.0115,0.0005,0.5143,0,0.4687,1.0000,0.1470,0.3814,0.5143,,7.4000,clay loam,
114,8742cea21ffffff,0.3445,50.0000,74.7000,0.3079,50.2189,79.1902,0.2921,0.2189,4.4902,-0.0158,0.0000,0.4868,0,0.3192,0.1592,0.3535,0.2957,0.4868,,7.3000,clay loam,
115,8742cea28ffffff,0.3403,50.0000,74.7000,0.3783,50.0778,75.4792,0.2584,0.0778,0.7792,-0.1199,-0.0009,0.3695,0,0.0909,0.0796,0.7627,0.0000,0.3695,,7.3000,clay loam,
116,8742cea72ffffff,0.3291,50.0000,74.7000,0.2799,51.2032,80.7467,0.3382,1.2032,6.0467,0.0583,0.0006,0.5335,0,0.4150,0.7143,0.1247,0.4412,0.5335,,7.3000,clay loam,
117,8742ceb42ffffff,0.3226,50.0000,76.8000,0.3647,51.7098,82.8058,0.2679,1.7098,6.0058,-0.0968,0.0001,0.3922,0,0.4125,1.0000,0.3381,0.0005,0.3922,,7.3000,clay loam,
118,8742cc686ffffff,0.3215,50.0000,80.9000,0.3719,50.5803,82.6897,0.2426,0.5803,1.7897,-0.1293,-0.0006,0.3802,0,0.1531,0.3630,0.6349,0.0000,0.3802,,7.4500,clay loam,
119,8742cea0cffffff,0.3169,50.0000,74.7000,0.3666,51.7098,79.1118,0.3189,1.7098,4.4118,-0.0477,-0.0002,0.3890,0,0.3144,1.0000,0.4349,0.0000,0.3890,,7.5000,clay loam,
120,8742cea2affffff,0.3156,50.0000,74.7000,0.3158,50.0953,79.8225,0.3263,0.0953,5.1225,0.0105,0.0003,0.4737,0,0.3581,0.0895,0.2479,0.2546,0.4737,,7.2000,clay loam,
121,8742cea53ffffff,0.3084,50.0000,78.3000,0.3086,50.2189,84.6607,0.3450,0.2189,6.3607,0.0364,0.0006,0.4857,0,0.4343,0.1592,0.1210,0.2920,0.4857,,7.4000,clay loam,
